 alpha    c_a    c_d    c_m
-180 0.00000 0.56698 0.00000
-178 0.00363 0.56711 0.00631
-175 0.00725 0.56752 0.01262
-173 0.01088 0.56820 0.01893
-171 0.01450 0.56914 0.02524
-169 0.01813 0.57033 0.02637
-166 0.02175 0.57178 0.02439
-164 0.02538 0.57347 0.02241
-162 0.02900 0.57539 0.02044
-159 0.03263 0.57752 0.01923
-157 0.03625 0.57986 0.02034
-155 0.03988 0.58238 0.02145
-153 0.04350 0.58507 0.02256
-150 0.04713 0.58792 0.02367
-148 0.05076 0.59090 0.02388
-144 0.04827 0.59657 0.02404
-140 0.04592 0.60250 0.02420
-136 0.04349 0.60854 0.02445
-131 0.04085 0.61458 0.02471
-127 0.03793 0.62046 0.02508
-123 0.03468 0.62607 0.02551
-119 0.03109 0.63129 0.02591
-115 0.02719 0.63598 0.02624
-111 0.02300 0.64005 0.02657
-107 0.01858 0.64340 0.02665
-102 0.01399 0.64596 0.02668
-98 0.00930 0.64765 0.02655
-94 0.00461 0.64844 0.02621
-90 0.00000 0.64831 0.02586
-86 -0.00461 0.64844 0.02535
-82 -0.00930 0.64765 0.02485
-78 -0.01399 0.64596 0.02414
-73 -0.01858 0.64340 0.02329
-69 -0.02300 0.64005 0.02239
-65 -0.02719 0.63598 0.02130
-61 -0.03109 0.63129 0.02021
-57 -0.03468 0.62607 0.01905
-53 -0.03793 0.62046 0.01786
-49 -0.04085 0.61458 0.01669
-44 -0.04349 0.60854 0.01554
-40 -0.04592 0.60250 0.01438
-36 -0.04827 0.59657 0.00964
-32 -0.05076 0.59090 0.00463
-28 -0.05191 0.57764 0.00293
-24 -0.05059 0.57281 0.00134
-20 -0.04717 0.56887 0.00001
-18 -0.04457 0.56723 -0.00054
-16 -0.04144 0.56578 -0.00098
-14 -0.03790 0.56452 -0.00130
-12 -0.03399 0.56342 -0.00150
-10 -0.02986 0.56246 -0.00158
 -8 -0.02616 0.56162 -0.00150
 -6 -0.02359 0.56087 -0.00126
 -4 -0.01597 0.56028 -0.00185
 -2 0.00269 0.56000 -0.00369
 -1 0.01360 0.55993 -0.00470
  0 0.02458 0.55989 -0.00563
  1 0.03534 0.55988 -0.00646
  2 0.04576 0.55988 -0.00717
  3 0.05576 0.55990 -0.00777
  4 0.06531 0.55993 -0.00827
  5 0.07439 0.55999 -0.00867
  6 0.08293 0.56006 -0.00897
  7 0.09075 0.56015 -0.00916
  8 0.09763 0.56028 -0.00923
  9 0.10315 0.56047 -0.00916
 10 0.10690 0.56076 -0.00898
 11 0.10759 0.56127 -0.00871
 12 0.10298 0.56225 -0.00846
 13 0.09380 0.56380 -0.00842
 14 0.08538 0.56553 -0.00864
 15 0.07956 0.56718 -0.00897
 16 0.07568 0.56875 -0.00935
 18 0.07125 0.57170 -0.01009
 20 0.06934 0.57449 -0.01079
 24 0.06939 0.57984 -0.01213
 28 0.07076 0.58521 -0.01343
 32 0.07251 0.59090 -0.01484
 36 0.06896 0.59657 -0.01591
 40 0.06560 0.60250 -0.01697
 44 0.06213 0.60854 -0.01793
 49 0.05836 0.61458 -0.01890
 53 0.05418 0.62046 -0.01982
 57 0.04954 0.62607 -0.02072
 61 0.04441 0.63129 -0.02159
 65 0.03884 0.63598 -0.02239
 69 0.03285 0.64005 -0.02318
 73 0.02654 0.64340 -0.02384
 78 0.01998 0.64596 -0.02447
 82 0.01329 0.64765 -0.02502
 86 0.00659 0.64844 -0.02544
 90 0.00000 0.64831 -0.02586
 94 -0.00461 0.64844 -0.02621
 98 -0.00930 0.64765 -0.02655
102 -0.01399 0.64596 -0.02668
107 -0.01858 0.64340 -0.02665
111 -0.02300 0.64005 -0.02657
115 -0.02719 0.63598 -0.02624
119 -0.03109 0.63129 -0.02591
123 -0.03468 0.62607 -0.02551
127 -0.03793 0.62046 -0.02508
131 -0.04085 0.61458 -0.02471
136 -0.04349 0.60854 -0.02445
140 -0.04592 0.60250 -0.02420
144 -0.04827 0.59657 -0.02404
148 -0.05076 0.59090 -0.02388
150 -0.04713 0.58792 -0.02367
153 -0.04350 0.58507 -0.02256
155 -0.03988 0.58238 -0.02145
157 -0.03625 0.57986 -0.02034
159 -0.03263 0.57752 -0.01923
162 -0.02900 0.57539 -0.02162
164 -0.02538 0.57347 -0.02517
166 -0.02175 0.57178 -0.02873
169 -0.01813 0.57033 -0.03228
171 -0.01450 0.56914 -0.03155
173 -0.01088 0.56820 -0.02366
175 -0.00725 0.56752 -0.01577
178 -0.00363 0.56711 -0.00789
180 0.00000 0.56698 0.00000
