 alpha    c_a    c_d    c_m
-180 0.00000 0.05975 0.00000
-178 0.05398 0.06188 0.09143
-175 0.10796 0.06823 0.18286
-173 0.16194 0.07879 0.27429
-171 0.21591 0.09346 0.36571
-169 0.26989 0.11216 0.38955
-166 0.32387 0.13478 0.37283
-164 0.37785 0.16115 0.35611
-162 0.43183 0.19112 0.33939
-159 0.48581 0.22448 0.33093
-157 0.53979 0.26103 0.34725
-155 0.59377 0.30051 0.36357
-153 0.64774 0.34269 0.37989
-150 0.70172 0.38729 0.39621
-148 0.75570 0.43401 0.39839
-144 0.72094 0.52311 0.39868
-140 0.68768 0.61631 0.39914
-136 0.65282 0.71159 0.40175
-131 0.61445 0.80694 0.40436
-127 0.57145 0.90031 0.40905
-123 0.52326 0.98971 0.41482
-119 0.46978 1.07319 0.42021
-115 0.41128 1.14898 0.42444
-111 0.34829 1.21542 0.42867
-107 0.28162 1.27107 0.42912
-102 0.21224 1.31470 0.42877
-98 0.14131 1.34533 0.42599
-94 0.07011 1.36227 0.41973
-90 0.00000 1.36507 0.41348
-86 -0.07011 1.36227 0.40246
-82 -0.14131 1.34533 0.39144
-78 -0.21224 1.31470 0.37748
-73 -0.28162 1.27107 0.36146
-69 -0.34829 1.21542 0.34489
-65 -0.41128 1.14898 0.32570
-61 -0.46978 1.07319 0.30652
-57 -0.52326 0.98971 0.28661
-53 -0.57145 0.90031 0.26648
-49 -0.61445 0.80694 0.24650
-44 -0.65282 0.71159 0.22681
-40 -0.68768 0.61631 0.20712
-36 -0.72094 0.52311 0.14364
-32 -0.75570 0.43401 0.07693
-28 -0.96673 0.24818 0.04906
-24 -0.96711 0.18063 0.02494
-20 -0.94239 0.12550 0.00617
-18 -0.91813 0.10277 -0.00051
-16 -0.88598 0.08313 -0.00508
-14 -0.84722 0.06613 -0.00760
-12 -0.80532 0.05131 -0.00827
-10 -0.76654 0.03834 -0.00764
 -8 -0.69834 0.02717 -0.01199
 -6 -0.50851 0.01951 -0.03135
 -4 -0.22792 0.01563 -0.05646
 -2 0.06036 0.01391 -0.07619
 -1 0.20015 0.01352 -0.08381
  0 0.33700 0.01333 -0.09029
  1 0.47124 0.01330 -0.09591
  2 0.60314 0.01341 -0.10083
  3 0.73278 0.01365 -0.10517
  4 0.86013 0.01400 -0.10900
  5 0.98493 0.01448 -0.11234
  6 1.10674 0.01510 -0.11515
  7 1.22503 0.01587 -0.11741
  8 1.33870 0.01683 -0.11900
  9 1.44601 0.01803 -0.11975
 10 1.54436 0.01956 -0.11938
 11 1.63015 0.02161 -0.11764
 12 1.69943 0.02449 -0.11463
 13 1.74719 0.02882 -0.11093
 14 1.76010 0.03596 -0.10699
 15 1.72114 0.04815 -0.10395
 16 1.63355 0.06639 -0.10344
 18 1.43724 0.11242 -0.11109
 20 1.31764 0.15797 -0.12320
 24 1.20010 0.24483 -0.14776
 28 1.13754 0.33467 -0.17240
 32 1.07957 0.43401 -0.19723
 36 1.02992 0.52311 -0.21866
 40 0.98240 0.61631 -0.23987
 44 0.93261 0.71159 -0.25800
 49 0.87779 0.80694 -0.27613
 53 0.81635 0.90031 -0.29326
 57 0.74751 0.98971 -0.30988
 61 0.67112 1.07319 -0.32613
 65 0.58754 1.14898 -0.34124
 69 0.49756 1.21542 -0.35635
 73 0.40231 1.27107 -0.36955
 78 0.30320 1.31470 -0.38235
 82 0.20187 1.34533 -0.39391
 86 0.10016 1.36227 -0.40369
 90 0.00000 1.36507 -0.41348
 94 -0.07011 1.36227 -0.41973
 98 -0.14131 1.34533 -0.42599
102 -0.21224 1.31470 -0.42877
107 -0.28162 1.27107 -0.42912
111 -0.34829 1.21542 -0.42867
115 -0.41128 1.14898 -0.42444
119 -0.46978 1.07319 -0.42021
123 -0.52326 0.98971 -0.41482
127 -0.57145 0.90031 -0.40905
131 -0.61445 0.80694 -0.40436
136 -0.65282 0.71159 -0.40175
140 -0.68768 0.61631 -0.39914
144 -0.72094 0.52311 -0.39868
148 -0.75570 0.43401 -0.39839
150 -0.70172 0.38729 -0.39621
153 -0.64774 0.34269 -0.37989
155 -0.59377 0.30051 -0.36357
157 -0.53979 0.26103 -0.34725
159 -0.48581 0.22448 -0.33093
162 -0.43183 0.19112 -0.35653
164 -0.37785 0.16115 -0.39611
166 -0.32387 0.13478 -0.43569
169 -0.26989 0.11216 -0.47526
171 -0.21591 0.09346 -0.45714
173 -0.16194 0.07879 -0.34286
175 -0.10796 0.06823 -0.22857
178 -0.05398 0.06188 -0.11429
180 0.00000 0.05975 0.00000
