 alpha    c_a    c_d    c_m
-180 0.00000 0.10261 0.00000
-178 0.05360 0.10460 0.09143
-175 0.10720 0.11054 0.18286
-173 0.16080 0.12041 0.27429
-171 0.21440 0.13413 0.36571
-169 0.26800 0.15162 0.38569
-166 0.32160 0.17275 0.36279
-164 0.37520 0.19740 0.33989
-162 0.42880 0.22541 0.31699
-159 0.48240 0.25657 0.30384
-157 0.53600 0.29070 0.31990
-155 0.58960 0.32757 0.33597
-153 0.64320 0.36693 0.35204
-150 0.69680 0.40852 0.36810
-148 0.75040 0.45208 0.37021
-144 0.71161 0.53509 0.37040
-140 0.67528 0.62179 0.37074
-136 0.63820 0.71031 0.37298
-131 0.59838 0.79872 0.37521
-127 0.55465 0.88508 0.37950
-123 0.50640 0.96752 0.38488
-119 0.45347 1.04419 0.38994
-115 0.39608 1.11343 0.39403
-111 0.33472 1.17365 0.39811
-107 0.27011 1.22352 0.39874
-102 0.20320 1.26187 0.39864
-98 0.13505 1.28779 0.39627
-94 0.06689 1.30063 0.39067
-90 0.00000 1.30000 0.38508
-86 -0.06689 1.30063 0.37659
-82 -0.13505 1.28779 0.36810
-78 -0.20320 1.26187 0.35671
-73 -0.27011 1.22352 0.34328
-69 -0.33472 1.17365 0.32928
-65 -0.39608 1.11343 0.31261
-61 -0.45347 1.04419 0.29593
-57 -0.50640 0.96752 0.27841
-53 -0.55465 0.88508 0.26063
-49 -0.59838 0.79872 0.24300
-44 -0.63820 0.71031 0.22565
-40 -0.67528 0.62179 0.20830
-36 -0.71161 0.53509 0.14337
-32 -0.75040 0.45208 0.07492
-28 -0.83755 0.27129 0.04969
-24 -0.82485 0.20169 0.02638
-20 -0.78726 0.14409 0.00704
-18 -0.75694 0.12000 -0.00058
-16 -0.71902 0.09883 -0.00655
-14 -0.67549 0.08047 -0.01056
-12 -0.62682 0.06447 -0.01268
-10 -0.57734 0.05055 -0.01286
 -8 -0.53549 0.03826 -0.01113
 -6 -0.47533 0.02772 -0.01342
 -4 -0.26541 0.02108 -0.03499
 -2 0.04109 0.01804 -0.06397
 -1 0.19778 0.01726 -0.07684
  0 0.35115 0.01682 -0.08804
  1 0.49985 0.01665 -0.09755
  2 0.64373 0.01670 -0.10557
  3 0.78308 0.01694 -0.11236
  4 0.91809 0.01735 -0.11809
  5 1.04864 0.01794 -0.12289
  6 1.17437 0.01871 -0.12681
  7 1.29426 0.01971 -0.12980
  8 1.40631 0.02100 -0.13166
  9 1.50716 0.02270 -0.13210
 10 1.59148 0.02507 -0.13073
 11 1.65427 0.02859 -0.12781
 12 1.68446 0.03431 -0.12386
 13 1.65850 0.04484 -0.11985
 14 1.54920 0.06426 -0.11805
 15 1.40472 0.09037 -0.12047
 16 1.29263 0.11667 -0.12565
 18 1.16458 0.16473 -0.13769
 20 1.10476 0.20809 -0.14894
 24 1.07115 0.28860 -0.16954
 28 1.07019 0.36900 -0.18947
 32 1.07201 0.45208 -0.20946
 36 1.01658 0.53509 -0.22675
 40 0.96468 0.62179 -0.24389
 44 0.91171 0.71031 -0.25888
 49 0.85484 0.79872 -0.27388
 53 0.79236 0.88508 -0.28814
 57 0.72343 0.96752 -0.30202
 61 0.64782 1.04419 -0.31557
 65 0.56583 1.11343 -0.32807
 69 0.47817 1.17365 -0.34057
 73 0.38588 1.22352 -0.35121
 78 0.29028 1.26187 -0.36146
 82 0.19293 1.28779 -0.37048
 86 0.09555 1.30063 -0.37778
 90 0.00000 1.30000 -0.38508
 94 -0.06689 1.30063 -0.39067
 98 -0.13505 1.28779 -0.39627
102 -0.20320 1.26187 -0.39864
107 -0.27011 1.22352 -0.39874
111 -0.33472 1.17365 -0.39811
115 -0.39608 1.11343 -0.39403
119 -0.45347 1.04419 -0.38994
123 -0.50640 0.96752 -0.38488
127 -0.55465 0.88508 -0.37950
131 -0.59838 0.79872 -0.37521
136 -0.63820 0.71031 -0.37298
140 -0.67528 0.62179 -0.37074
144 -0.71161 0.53509 -0.37040
148 -0.75040 0.45208 -0.37021
150 -0.69680 0.40852 -0.36810
153 -0.64320 0.36693 -0.35204
155 -0.58960 0.32757 -0.33597
157 -0.53600 0.29070 -0.31990
159 -0.48240 0.25657 -0.30384
162 -0.42880 0.22541 -0.33414
164 -0.37520 0.19740 -0.37989
166 -0.32160 0.17275 -0.42565
169 -0.26800 0.15162 -0.47140
171 -0.21440 0.13413 -0.45714
173 -0.16080 0.12041 -0.34286
175 -0.10720 0.11054 -0.22857
178 -0.05360 0.10460 -0.11429
180 0.00000 0.10261 0.00000
