 alpha    c_a    c_d    c_m
-180 0.00000 0.10531 0.00000
-178 0.05346 0.10730 0.09143
-175 0.10692 0.11324 0.18286
-173 0.16038 0.12309 0.27429
-171 0.21384 0.13680 0.36571
-169 0.26730 0.15426 0.38520
-166 0.32076 0.17538 0.36153
-164 0.37421 0.20000 0.33785
-162 0.42767 0.22797 0.31418
-159 0.48113 0.25910 0.30044
-157 0.53459 0.29319 0.31651
-155 0.58805 0.33001 0.33258
-153 0.64151 0.36932 0.34865
-150 0.69497 0.41087 0.36472
-148 0.74843 0.45437 0.36696
-144 0.71000 0.53727 0.36744
-140 0.67397 0.62385 0.36805
-136 0.63714 0.71224 0.37048
-131 0.59753 0.80051 0.37291
-127 0.55398 0.88672 0.37735
-123 0.50588 0.96899 0.38285
-119 0.45308 1.04550 0.38802
-115 0.39580 1.11456 0.39219
-111 0.33452 1.17461 0.39636
-107 0.26999 1.22429 0.39706
-102 0.20313 1.26245 0.39704
-98 0.13502 1.28818 0.39475
-94 0.06688 1.30083 0.38923
-90 0.00000 1.30000 0.38371
-86 -0.06688 1.30083 0.37539
-82 -0.13502 1.28818 0.36707
-78 -0.20313 1.26245 0.35583
-73 -0.26999 1.22429 0.34255
-69 -0.33452 1.17461 0.32870
-65 -0.39580 1.11456 0.31214
-61 -0.45308 1.04550 0.29558
-57 -0.50588 0.96899 0.27816
-53 -0.55398 0.88672 0.26047
-49 -0.59753 0.80051 0.24293
-44 -0.63714 0.71224 0.22567
-40 -0.67397 0.62385 0.20841
-36 -0.71000 0.53727 0.14301
-32 -0.74843 0.45437 0.07405
-28 -0.82574 0.27222 0.04891
-24 -0.81237 0.20248 0.02563
-20 -0.77339 0.14489 0.00627
-18 -0.74219 0.12080 -0.00139
-16 -0.70336 0.09963 -0.00743
-14 -0.65887 0.08126 -0.01153
-12 -0.60923 0.06525 -0.01376
-10 -0.55840 0.05133 -0.01406
 -8 -0.51520 0.03905 -0.01237
 -6 -0.45920 0.02843 -0.01378
 -4 -0.26183 0.02155 -0.03377
 -2 0.04080 0.01837 -0.06260
 -1 0.19790 0.01756 -0.07574
  0 0.35218 0.01709 -0.08727
  1 0.50194 0.01691 -0.09713
  2 0.64681 0.01696 -0.10546
  3 0.78693 0.01721 -0.11250
  4 0.92245 0.01764 -0.11842
  5 1.05321 0.01824 -0.12336
  6 1.17877 0.01905 -0.12734
  7 1.29795 0.02010 -0.13032
  8 1.40857 0.02145 -0.13208
  9 1.50696 0.02328 -0.13235
 10 1.58766 0.02587 -0.13083
 11 1.64415 0.02985 -0.12779
 12 1.66275 0.03657 -0.12385
 13 1.62333 0.04857 -0.12023
 14 1.51003 0.06888 -0.11904
 15 1.37036 0.09502 -0.12186
 16 1.26456 0.12103 -0.12717
 18 1.14526 0.16848 -0.13912
 20 1.09011 0.21147 -0.15022
 24 1.06167 0.29155 -0.17062
 28 1.06388 0.37155 -0.19037
 32 1.06918 0.45437 -0.21034
 36 1.01428 0.53727 -0.22738
 40 0.96281 0.62385 -0.24427
 44 0.91020 0.71224 -0.25912
 49 0.85362 0.80051 -0.27396
 53 0.79140 0.88672 -0.28810
 57 0.72268 0.96899 -0.30186
 61 0.64726 1.04550 -0.31528
 65 0.56543 1.11456 -0.32764
 69 0.47789 1.17461 -0.34000
 73 0.38570 1.22429 -0.35049
 78 0.29018 1.26245 -0.36058
 82 0.19289 1.28818 -0.36945
 86 0.09554 1.30083 -0.37658
 90 0.00000 1.30000 -0.38371
 94 -0.06688 1.30083 -0.38923
 98 -0.13502 1.28818 -0.39475
102 -0.20313 1.26245 -0.39704
107 -0.26999 1.22429 -0.39706
111 -0.33452 1.17461 -0.39636
115 -0.39580 1.11456 -0.39219
119 -0.45308 1.04550 -0.38802
123 -0.50588 0.96899 -0.38285
127 -0.55398 0.88672 -0.37735
131 -0.59753 0.80051 -0.37291
136 -0.63714 0.71224 -0.37048
140 -0.67397 0.62385 -0.36805
144 -0.71000 0.53727 -0.36744
148 -0.74843 0.45437 -0.36696
150 -0.69497 0.41087 -0.36472
153 -0.64151 0.36932 -0.34865
155 -0.58805 0.33001 -0.33258
157 -0.53459 0.29319 -0.31651
159 -0.48113 0.25910 -0.30044
162 -0.42767 0.22797 -0.33132
164 -0.37421 0.20000 -0.37785
166 -0.32076 0.17538 -0.42439
169 -0.26730 0.15426 -0.47092
171 -0.21384 0.13680 -0.45714
173 -0.16038 0.12309 -0.34286
175 -0.10692 0.11324 -0.22857
178 -0.05346 0.10730 -0.11429
180 0.00000 0.10531 0.00000
