 alpha    c_a    c_d    c_m
-180 0.00000 0.07980 0.00000
-178 0.04771 0.08213 0.09143
-175 0.09543 0.08908 0.18286
-173 0.14314 0.10062 0.27429
-171 0.19085 0.11666 0.36571
-169 0.23857 0.13711 0.38707
-166 0.28628 0.16184 0.36639
-164 0.33399 0.19068 0.34571
-162 0.38171 0.22344 0.32502
-159 0.42942 0.25991 0.31366
-157 0.47713 0.29986 0.33023
-155 0.52485 0.34302 0.34680
-153 0.57256 0.38912 0.36337
-150 0.62028 0.43785 0.37995
-148 0.66799 0.48890 0.38688
-144 0.65989 0.58624 0.39695
-140 0.64796 0.68801 0.40698
-136 0.63017 0.79203 0.41657
-131 0.60531 0.89606 0.42617
-127 0.57273 0.99787 0.43582
-123 0.53226 1.09526 0.44550
-119 0.48406 1.18613 0.45432
-115 0.42863 1.26850 0.46040
-111 0.36671 1.34056 0.46648
-107 0.29930 1.40074 0.46753
-102 0.22754 1.44769 0.46753
-98 0.15277 1.48035 0.46466
-94 0.07641 1.49794 0.45772
-90 0.00000 1.50000 0.45078
-86 -0.07641 1.49794 0.43896
-82 -0.15277 1.48035 0.42715
-78 -0.22754 1.44769 0.41187
-73 -0.29930 1.40074 0.39415
-69 -0.36671 1.34056 0.37572
-65 -0.42863 1.26850 0.35387
-61 -0.48406 1.18613 0.33202
-57 -0.53226 1.09526 0.30881
-53 -0.57273 0.99787 0.28516
-49 -0.60531 0.89606 0.26152
-44 -0.63017 0.79203 0.23788
-40 -0.64796 0.68801 0.21424
-36 -0.65989 0.58624 0.15947
-32 -0.66799 0.48890 0.10239
-28 -0.59239 0.38717 0.08259
-24 -1.07960 0.15849 0.02320
-20 -1.17380 0.09193 -0.00175
-18 -1.17230 0.07053 -0.00725
-16 -1.15520 0.05307 -0.00998
-14 -1.13530 0.03797 -0.01163
-12 -1.08210 0.02421 -0.01987
-10 -0.88457 0.01529 -0.04184
 -8 -0.63338 0.01195 -0.05635
 -6 -0.38277 0.01043 -0.06546
 -4 -0.13370 0.00966 -0.07252
 -2 0.11387 0.00935 -0.07855
 -1 0.23694 0.00933 -0.08129
  0 0.35938 0.00939 -0.08388
  1 0.48111 0.00953 -0.08631
  2 0.60196 0.00974 -0.08859
  3 0.72176 0.01003 -0.09072
  4 0.84029 0.01041 -0.09267
  5 0.95727 0.01089 -0.09442
  6 1.07240 0.01148 -0.09595
  7 1.18510 0.01218 -0.09723
  8 1.29510 0.01304 -0.09821
  9 1.40130 0.01409 -0.09883
 10 1.50240 0.01539 -0.09898
 11 1.59650 0.01704 -0.09855
 12 1.67990 0.01925 -0.09741
 13 1.74670 0.02249 -0.09562
 14 1.78270 0.02799 -0.09334
 15 1.76430 0.03810 -0.09103
 16 1.69800 0.05336 -0.08998
 18 1.55750 0.08936 -0.09360
 20 1.47780 0.12440 -0.10123
 24 1.36810 0.19920 -0.12214
 28 1.19920 0.30791 -0.15508
 32 0.95427 0.48890 -0.19421
 36 0.94270 0.58624 -0.21988
 40 0.92566 0.68801 -0.24535
 44 0.90025 0.79203 -0.26808
 49 0.86473 0.89606 -0.29081
 53 0.81819 0.99787 -0.31203
 57 0.76037 1.09526 -0.33247
 61 0.69151 1.18613 -0.35225
 65 0.61233 1.26850 -0.37002
 69 0.52388 1.34056 -0.38779
 73 0.42757 1.40074 -0.40272
 78 0.32506 1.44769 -0.41706
 82 0.21824 1.48035 -0.42980
 86 0.10916 1.49794 -0.44029
 90 0.00000 1.50000 -0.45078
 94 -0.07641 1.49794 -0.45772
 98 -0.15277 1.48035 -0.46466
102 -0.22754 1.44769 -0.46753
107 -0.29930 1.40074 -0.46753
111 -0.36671 1.34056 -0.46648
115 -0.42863 1.26850 -0.46040
119 -0.48406 1.18613 -0.45432
123 -0.53226 1.09526 -0.44550
127 -0.57273 0.99787 -0.43582
131 -0.60531 0.89606 -0.42617
136 -0.63017 0.79203 -0.41657
140 -0.64796 0.68801 -0.40698
144 -0.65989 0.58624 -0.39695
148 -0.66799 0.48890 -0.38688
150 -0.62028 0.43785 -0.37995
153 -0.57256 0.38912 -0.36337
155 -0.52485 0.34302 -0.34680
157 -0.47713 0.29986 -0.33023
159 -0.42942 0.25991 -0.31366
162 -0.38171 0.22344 -0.34217
164 -0.33399 0.19068 -0.38571
166 -0.28628 0.16184 -0.42925
169 -0.23857 0.13711 -0.47279
171 -0.19085 0.11666 -0.45714
173 -0.14314 0.10062 -0.34286
175 -0.09543 0.08908 -0.22857
178 -0.04771 0.08213 -0.11429
180 0.00000 0.07980 0.00000
