 alpha    c_a    c_d    c_m
-180 0.00000 0.06906 0.00000
-178 0.05421 0.07113 0.09143
-175 0.10842 0.07731 0.18286
-173 0.16263 0.08759 0.27429
-171 0.21684 0.10187 0.36571
-169 0.27105 0.12008 0.38927
-166 0.32526 0.14209 0.37211
-164 0.37947 0.16776 0.35495
-162 0.43368 0.19693 0.33779
-159 0.48790 0.22940 0.32896
-157 0.54211 0.26497 0.34514
-155 0.59632 0.30339 0.36132
-153 0.65053 0.34443 0.37749
-150 0.70474 0.38782 0.39367
-148 0.75895 0.43327 0.39533
-144 0.72122 0.51994 0.39459
-140 0.68564 0.61056 0.39402
-136 0.64901 0.70319 0.39580
-131 0.60934 0.79583 0.39758
-127 0.56547 0.88651 0.40160
-123 0.51681 0.97326 0.40679
-119 0.46322 1.05421 0.41167
-115 0.40493 1.12760 0.41554
-111 0.34245 1.19185 0.41942
-107 0.27655 1.24551 0.41969
-102 0.20817 1.28741 0.41921
-98 0.13845 1.31659 0.41637
-94 0.06861 1.33239 0.41018
-90 0.00000 1.33436 0.40398
-86 -0.06861 1.33239 0.39352
-82 -0.13845 1.31659 0.38306
-78 -0.20817 1.28741 0.36973
-73 -0.27655 1.24551 0.35436
-69 -0.34245 1.19185 0.33847
-65 -0.40493 1.12760 0.32002
-61 -0.46322 1.05421 0.30157
-57 -0.51681 0.97326 0.28243
-53 -0.56547 0.88651 0.26306
-49 -0.60934 0.79583 0.24384
-44 -0.64901 0.70319 0.22490
-40 -0.68564 0.61056 0.20597
-36 -0.72122 0.51994 0.14267
-32 -0.75895 0.43327 0.07608
-28 -0.94789 0.25168 0.04901
-24 -0.94122 0.18484 0.02530
-20 -0.91153 0.12962 0.00650
-18 -0.88571 0.10662 -0.00039
-16 -0.85235 0.08664 -0.00529
-14 -0.81294 0.06932 -0.00814
-12 -0.76942 0.05420 -0.00916
-10 -0.72904 0.04099 -0.00855
 -8 -0.67403 0.02948 -0.01045
 -6 -0.51619 0.02105 -0.02616
 -4 -0.24208 0.01664 -0.05203
 -2 0.05241 0.01464 -0.07419
 -1 0.19548 0.01417 -0.08282
  0 0.33512 0.01393 -0.09012
  1 0.47168 0.01388 -0.09637
  2 0.60550 0.01398 -0.10179
  3 0.73674 0.01421 -0.10654
  4 0.86541 0.01456 -0.11070
  5 0.99128 0.01505 -0.11430
  6 1.11389 0.01569 -0.11733
  7 1.23271 0.01648 -0.11974
  8 1.34644 0.01748 -0.12141
  9 1.45323 0.01873 -0.12215
 10 1.55004 0.02036 -0.12166
 11 1.63300 0.02257 -0.11970
 12 1.69814 0.02571 -0.11650
 13 1.73936 0.03054 -0.11266
 14 1.74155 0.03862 -0.10869
 15 1.68723 0.05242 -0.10597
 16 1.58647 0.07249 -0.10621
 18 1.39252 0.11976 -0.11494
 20 1.28128 0.16530 -0.12710
 24 1.17891 0.25080 -0.15087
 28 1.12992 0.33800 -0.17444
 32 1.08421 0.43327 -0.19825
 36 1.03032 0.51994 -0.21873
 40 0.97948 0.61056 -0.23899
 44 0.92715 0.70319 -0.25621
 49 0.87049 0.79583 -0.27344
 53 0.80782 0.88651 -0.28973
 57 0.73830 0.97326 -0.30553
 61 0.66175 1.05421 -0.32099
 65 0.57847 1.12760 -0.33538
 69 0.48922 1.19185 -0.34977
 73 0.39507 1.24551 -0.36233
 78 0.29739 1.28741 -0.37451
 82 0.19778 1.31659 -0.38548
 86 0.09802 1.33239 -0.39473
 90 0.00000 1.33436 -0.40398
 94 -0.06861 1.33239 -0.41018
 98 -0.13845 1.31659 -0.41637
102 -0.20817 1.28741 -0.41921
107 -0.27655 1.24551 -0.41969
111 -0.34245 1.19185 -0.41942
115 -0.40493 1.12760 -0.41554
119 -0.46322 1.05421 -0.41167
123 -0.51681 0.97326 -0.40679
127 -0.56547 0.88651 -0.40160
131 -0.60934 0.79583 -0.39758
136 -0.64901 0.70319 -0.39580
140 -0.68564 0.61056 -0.39402
144 -0.72122 0.51994 -0.39459
148 -0.75895 0.43327 -0.39533
150 -0.70474 0.38782 -0.39367
153 -0.65053 0.34443 -0.37749
155 -0.59632 0.30339 -0.36132
157 -0.54211 0.26497 -0.34514
159 -0.48790 0.22940 -0.32896
162 -0.43368 0.19693 -0.35493
164 -0.37947 0.16776 -0.39495
166 -0.32526 0.14209 -0.43497
169 -0.27105 0.12008 -0.47499
171 -0.21684 0.10187 -0.45714
173 -0.16263 0.08759 -0.34286
175 -0.10842 0.07731 -0.22857
178 -0.05421 0.07113 -0.11429
180 0.00000 0.06906 0.00000
