 alpha    c_a    c_d    c_m
-180 0.00000 0.06648 0.00000
-178 0.04888 0.06882 0.09143
-175 0.09776 0.07580 0.18286
-173 0.14664 0.08739 0.27429
-171 0.19551 0.10351 0.36571
-169 0.24439 0.12406 0.38777
-166 0.29327 0.14890 0.36820
-164 0.34215 0.17787 0.34863
-162 0.39103 0.21079 0.32905
-159 0.43991 0.24744 0.31854
-157 0.48879 0.28759 0.33521
-155 0.53767 0.33097 0.35188
-153 0.58654 0.37730 0.36854
-150 0.63542 0.42628 0.38521
-148 0.68430 0.47760 0.39163
-144 0.67318 0.57549 0.40061
-140 0.65878 0.67785 0.40959
-136 0.63893 0.78252 0.41850
-131 0.61233 0.88725 0.42741
-127 0.57828 0.98980 0.43664
-123 0.53655 1.08798 0.44605
-119 0.48729 1.17967 0.45465
-115 0.43097 1.26290 0.46068
-111 0.36832 1.33585 0.46672
-107 0.30032 1.39694 0.46783
-102 0.22811 1.44482 0.46792
-98 0.15302 1.47843 0.46515
-94 0.07648 1.49698 0.45833
-90 0.00000 1.50000 0.45151
-86 -0.07648 1.49698 0.43936
-82 -0.15302 1.47843 0.42720
-78 -0.22811 1.44482 0.41165
-73 -0.30032 1.39694 0.39369
-69 -0.36832 1.33585 0.37505
-65 -0.43097 1.26290 0.35310
-61 -0.48729 1.17967 0.33116
-57 -0.53655 1.08798 0.30797
-53 -0.57828 0.98980 0.28440
-49 -0.61233 0.88725 0.26086
-44 -0.63893 0.78252 0.23741
-40 -0.65878 0.67785 0.21396
-36 -0.67318 0.57549 0.15772
-32 -0.68430 0.47760 0.09905
-28 -0.71664 0.34276 0.07288
-24 -1.07460 0.16010 0.02276
-20 -1.14327 0.09654 -0.00059
-18 -1.13764 0.07507 -0.00618
-16 -1.11756 0.05738 -0.00909
-14 -1.09346 0.04213 -0.01062
-12 -1.04674 0.02840 -0.01636
-10 -0.89129 0.01850 -0.03329
 -8 -0.65673 0.01362 -0.05000
 -6 -0.39950 0.01136 -0.06305
 -4 -0.14445 0.01032 -0.07228
 -2 0.10726 0.00989 -0.07951
 -1 0.23201 0.00983 -0.08268
  0 0.35597 0.00987 -0.08561
  1 0.47908 0.00998 -0.08834
  2 0.60122 0.01018 -0.09087
  3 0.72220 0.01047 -0.09321
  4 0.84182 0.01085 -0.09533
  5 0.95981 0.01132 -0.09723
  6 1.07585 0.01190 -0.09887
  7 1.18936 0.01261 -0.10022
  8 1.29998 0.01348 -0.10124
  9 1.40658 0.01453 -0.10182
 10 1.50777 0.01583 -0.10187
 11 1.60147 0.01748 -0.10123
 12 1.68416 0.01969 -0.09978
 13 1.75049 0.02290 -0.09764
 14 1.78782 0.02823 -0.09502
 15 1.77408 0.03789 -0.09241
 16 1.71080 0.05281 -0.09113
 18 1.55983 0.09000 -0.09495
 20 1.46764 0.12708 -0.10343
 24 1.34546 0.20553 -0.12577
 28 1.18820 0.31269 -0.15786
 32 0.97757 0.47760 -0.19445
 36 0.96169 0.57549 -0.21998
 40 0.94111 0.67785 -0.24530
 44 0.91276 0.78252 -0.26781
 49 0.87476 0.88725 -0.29032
 53 0.82611 0.98980 -0.31140
 57 0.76650 1.08798 -0.33174
 61 0.69613 1.17967 -0.35147
 65 0.61567 1.26290 -0.36931
 69 0.52617 1.33585 -0.38715
 73 0.42902 1.39694 -0.40228
 78 0.32587 1.44482 -0.41685
 82 0.21860 1.47843 -0.42987
 86 0.10925 1.49698 -0.44069
 90 0.00000 1.50000 -0.45151
 94 -0.07648 1.49698 -0.45833
 98 -0.15302 1.47843 -0.46515
102 -0.22811 1.44482 -0.46792
107 -0.30032 1.39694 -0.46783
111 -0.36832 1.33585 -0.46672
115 -0.43097 1.26290 -0.46068
119 -0.48729 1.17967 -0.45465
123 -0.53655 1.08798 -0.44605
127 -0.57828 0.98980 -0.43664
131 -0.61233 0.88725 -0.42741
136 -0.63893 0.78252 -0.41850
140 -0.65878 0.67785 -0.40959
144 -0.67318 0.57549 -0.40061
148 -0.68430 0.47760 -0.39163
150 -0.63542 0.42628 -0.38521
153 -0.58654 0.37730 -0.36854
155 -0.53767 0.33097 -0.35188
157 -0.48879 0.28759 -0.33521
159 -0.43991 0.24744 -0.31854
162 -0.39103 0.21079 -0.34620
164 -0.34215 0.17787 -0.38863
166 -0.29327 0.14890 -0.43105
169 -0.24439 0.12406 -0.47348
171 -0.19551 0.10351 -0.45714
173 -0.14664 0.08739 -0.34286
175 -0.09776 0.07580 -0.22857
178 -0.04888 0.06882 -0.11429
180 0.00000 0.06648 0.00000
