 alpha    c_a    c_d    c_m
-180 0.00000 0.03910 0.00000
-178 0.05187 0.04143 0.09143
-175 0.10373 0.04839 0.18286
-173 0.15560 0.05995 0.27429
-171 0.20746 0.07603 0.36571
-169 0.25933 0.09652 0.38941
-166 0.31120 0.12130 0.37246
-164 0.36306 0.15020 0.35552
-162 0.41493 0.18304 0.33857
-159 0.46679 0.21960 0.33006
-157 0.51866 0.25967 0.34687
-155 0.57053 0.30296 0.36367
-153 0.62239 0.34921 0.38048
-150 0.67426 0.39812 0.39728
-148 0.72612 0.44938 0.40212
-144 0.70588 0.54717 0.40779
-140 0.68407 0.64951 0.41353
-136 0.65815 0.75423 0.42023
-131 0.62655 0.85911 0.42693
-127 0.58839 0.96193 0.43473
-123 0.54331 1.06052 0.44310
-119 0.49139 1.15276 0.45084
-115 0.43302 1.23671 0.45655
-111 0.36887 1.31057 0.46227
-107 0.29987 1.37276 0.46340
-102 0.22715 1.42193 0.46359
-98 0.15197 1.45703 0.46101
-94 0.07576 1.47727 0.45450
-90 0.00000 1.48217 0.44799
-86 -0.07576 1.47727 0.43531
-82 -0.15197 1.45703 0.42263
-78 -0.22715 1.42193 0.40673
-73 -0.29987 1.37276 0.38854
-69 -0.36887 1.31057 0.36974
-65 -0.43302 1.23671 0.34797
-61 -0.49139 1.15276 0.32619
-57 -0.54331 1.06052 0.30349
-53 -0.58839 0.96193 0.28050
-49 -0.62655 0.85911 0.25764
-44 -0.65815 0.75423 0.23505
-40 -0.68407 0.64951 0.21246
-36 -0.70588 0.54717 0.15222
-32 -0.72612 0.44938 0.08920
-28 -0.99167 0.24420 0.05094
-24 -1.05157 0.16583 0.02228
-20 -1.05803 0.10927 0.00266
-18 -1.04186 0.08752 -0.00324
-16 -1.01443 0.06912 -0.00670
-14 -0.98021 0.05334 -0.00811
-12 -0.94648 0.03953 -0.00834
-10 -0.88892 0.02737 -0.01294
 -8 -0.71166 0.01862 -0.03196
 -6 -0.44788 0.01420 -0.05407
 -4 -0.17606 0.01225 -0.06993
 -2 0.08844 0.01143 -0.08108
 -1 0.21828 0.01127 -0.08560
  0 0.34675 0.01123 -0.08965
  1 0.47391 0.01129 -0.09330
  2 0.59973 0.01146 -0.09661
  3 0.72409 0.01172 -0.09960
  4 0.84681 0.01208 -0.10229
  5 0.96763 0.01255 -0.10464
  6 1.08619 0.01314 -0.10666
  7 1.20192 0.01385 -0.10828
  8 1.31420 0.01473 -0.10943
  9 1.42178 0.01580 -0.10999
 10 1.52294 0.01713 -0.10980
 11 1.61507 0.01883 -0.10862
 12 1.69490 0.02110 -0.10637
 13 1.75840 0.02435 -0.10334
 14 1.79599 0.02950 -0.09988
 15 1.78937 0.03846 -0.09657
 16 1.72991 0.05299 -0.09485
 18 1.55129 0.09366 -0.09951
 20 1.42975 0.13600 -0.11017
 24 1.28254 0.22288 -0.13569
 28 1.16066 0.32466 -0.16510
 32 1.03732 0.44938 -0.19518
 36 1.00840 0.54717 -0.21990
 40 0.97725 0.64951 -0.24441
 44 0.94022 0.75423 -0.26592
 49 0.89507 0.85911 -0.28744
 53 0.84055 0.96193 -0.30774
 57 0.77616 1.06052 -0.32739
 61 0.70199 1.15276 -0.34655
 65 0.61859 1.23671 -0.36418
 69 0.52695 1.31057 -0.38181
 73 0.42839 1.37276 -0.39710
 78 0.32450 1.42193 -0.41190
 82 0.21711 1.45703 -0.42528
 86 0.10823 1.47727 -0.43663
 90 0.00000 1.48217 -0.44799
 94 -0.07576 1.47727 -0.45450
 98 -0.15197 1.45703 -0.46101
102 -0.22715 1.42193 -0.46359
107 -0.29987 1.37276 -0.46340
111 -0.36887 1.31057 -0.46227
115 -0.43302 1.23671 -0.45655
119 -0.49139 1.15276 -0.45084
123 -0.54331 1.06052 -0.44310
127 -0.58839 0.96193 -0.43473
131 -0.62655 0.85911 -0.42693
136 -0.65815 0.75423 -0.42023
140 -0.68407 0.64951 -0.41353
144 -0.70588 0.54717 -0.40779
148 -0.72612 0.44938 -0.40212
150 -0.67426 0.39812 -0.39728
153 -0.62239 0.34921 -0.38048
155 -0.57053 0.30296 -0.36367
157 -0.51866 0.25967 -0.34687
159 -0.46679 0.21960 -0.33006
162 -0.41493 0.18304 -0.35571
164 -0.36306 0.15020 -0.39552
166 -0.31120 0.12130 -0.43532
169 -0.25933 0.09652 -0.47512
171 -0.20746 0.07603 -0.45714
173 -0.15560 0.05995 -0.34286
175 -0.10373 0.04839 -0.22857
178 -0.05187 0.04143 -0.11429
180 0.00000 0.03910 0.00000
