 alpha    c_a    c_d    c_m
-180 0.00000 0.41667 0.00000
-178 0.02013 0.41742 0.03503
-175 0.04026 0.41968 0.07006
-173 0.06038 0.42343 0.10509
-171 0.08051 0.42865 0.14012
-169 0.10064 0.43530 0.14639
-166 0.12077 0.44334 0.13542
-164 0.14090 0.45271 0.12444
-162 0.16102 0.46335 0.11346
-159 0.18115 0.47519 0.10677
-157 0.20128 0.48816 0.11293
-155 0.22141 0.50217 0.11908
-153 0.24154 0.51712 0.12524
-150 0.26166 0.53292 0.13140
-148 0.28179 0.54946 0.13259
-144 0.26799 0.58097 0.13346
-140 0.25493 0.61387 0.13436
-136 0.24145 0.64743 0.13577
-131 0.22680 0.68092 0.13717
-127 0.21056 0.71361 0.13922
-123 0.19252 0.74476 0.14161
-119 0.17261 0.77369 0.14387
-115 0.15093 0.79975 0.14568
-111 0.12768 0.82235 0.14749
-107 0.10313 0.84095 0.14795
-102 0.07765 0.85514 0.14812
-98 0.05165 0.86456 0.14743
-94 0.02560 0.86896 0.14549
-90 0.00000 0.86819 0.14356
-86 -0.02560 0.86896 0.14076
-82 -0.05165 0.86456 0.13797
-78 -0.07765 0.85514 0.13404
-73 -0.10313 0.84095 0.12929
-69 -0.12768 0.82235 0.12433
-65 -0.15093 0.79975 0.11826
-61 -0.17261 0.77369 0.11219
-57 -0.19252 0.74476 0.10575
-53 -0.21056 0.71361 0.09918
-49 -0.22680 0.68092 0.09267
-44 -0.24145 0.64743 0.08626
-40 -0.25493 0.61387 0.07985
-36 -0.26799 0.58097 0.05353
-32 -0.28179 0.54946 0.02573
-28 -0.28821 0.47586 0.01629
-24 -0.28086 0.44905 0.00746
-20 -0.26188 0.42719 0.00004
-18 -0.24747 0.41805 -0.00298
-16 -0.23010 0.41001 -0.00544
-14 -0.21044 0.40299 -0.00723
-12 -0.18873 0.39689 -0.00833
-10 -0.16578 0.39159 -0.00875
 -8 -0.14524 0.38692 -0.00831
 -6 -0.13099 0.38273 -0.00699
 -4 -0.08869 0.37950 -0.01029
 -2 0.01494 0.37793 -0.02051
 -1 0.07552 0.37755 -0.02608
  0 0.13647 0.37732 -0.03125
  1 0.19623 0.37723 -0.03585
  2 0.25404 0.37724 -0.03982
  3 0.30956 0.37735 -0.04315
  4 0.36261 0.37755 -0.04590
  5 0.41302 0.37784 -0.04811
  6 0.46041 0.37823 -0.04978
  7 0.50386 0.37876 -0.05085
  8 0.54202 0.37948 -0.05123
  9 0.57267 0.38053 -0.05083
 10 0.59348 0.38214 -0.04984
 11 0.59735 0.38495 -0.04837
 12 0.57175 0.39039 -0.04697
 13 0.52080 0.39904 -0.04676
 14 0.47402 0.40862 -0.04795
 15 0.44172 0.41779 -0.04982
 16 0.42015 0.42649 -0.05190
 18 0.39555 0.44288 -0.05602
 20 0.38497 0.45839 -0.05993
 24 0.38524 0.48805 -0.06734
 28 0.39287 0.51786 -0.07457
 32 0.40256 0.54946 -0.08238
 36 0.38284 0.58097 -0.08832
 40 0.36419 0.61387 -0.09422
 44 0.34493 0.64743 -0.09957
 49 0.32401 0.68092 -0.10492
 53 0.30081 0.71361 -0.11003
 57 0.27502 0.74476 -0.11502
 61 0.24659 0.77369 -0.11986
 65 0.21562 0.79975 -0.12428
 69 0.18240 0.82235 -0.12870
 73 0.14733 0.84095 -0.13236
 78 0.11093 0.85514 -0.13587
 82 0.07379 0.86456 -0.13889
 86 0.03658 0.86896 -0.14122
 90 0.00000 0.86819 -0.14356
 94 -0.02560 0.86896 -0.14549
 98 -0.05165 0.86456 -0.14743
102 -0.07765 0.85514 -0.14812
107 -0.10313 0.84095 -0.14795
111 -0.12768 0.82235 -0.14749
115 -0.15093 0.79975 -0.14568
119 -0.17261 0.77369 -0.14387
123 -0.19252 0.74476 -0.14161
127 -0.21056 0.71361 -0.13922
131 -0.22680 0.68092 -0.13717
136 -0.24145 0.64743 -0.13577
140 -0.25493 0.61387 -0.13436
144 -0.26799 0.58097 -0.13346
148 -0.28179 0.54946 -0.13259
150 -0.26166 0.53292 -0.13140
153 -0.24154 0.51712 -0.12524
155 -0.22141 0.50217 -0.11908
157 -0.20128 0.48816 -0.11293
159 -0.18115 0.47519 -0.10677
162 -0.16102 0.46335 -0.12003
164 -0.14090 0.45271 -0.13976
166 -0.12077 0.44334 -0.15950
169 -0.10064 0.43530 -0.17923
171 -0.08051 0.42865 -0.17515
173 -0.06038 0.42343 -0.13136
175 -0.04026 0.41968 -0.08757
178 -0.02013 0.41742 -0.04379
180 0.00000 0.41667 0.00000
