 alpha    c_a    c_d    c_m
-180 0.00000 0.05834 0.00000
-178 0.04959 0.06068 0.09143
-175 0.09918 0.06769 0.18286
-173 0.14877 0.07931 0.27429
-171 0.19836 0.09548 0.36571
-169 0.24795 0.11608 0.38819
-166 0.29754 0.14099 0.36930
-164 0.34713 0.17005 0.35041
-162 0.39673 0.20306 0.33152
-159 0.44632 0.23982 0.32153
-157 0.49591 0.28009 0.33825
-155 0.54550 0.32360 0.35498
-153 0.59509 0.37007 0.37170
-150 0.64468 0.41921 0.38842
-148 0.69427 0.47070 0.39453
-144 0.68130 0.56891 0.40285
-140 0.66539 0.67164 0.41119
-136 0.64428 0.77671 0.41967
-131 0.61662 0.88186 0.42816
-127 0.58167 0.98487 0.43714
-123 0.53917 1.08353 0.44638
-119 0.48926 1.17573 0.45484
-115 0.43240 1.25948 0.46086
-111 0.36930 1.33297 0.46687
-107 0.30094 1.39462 0.46802
-102 0.22846 1.44307 0.46816
-98 0.15317 1.47726 0.46544
-94 0.07652 1.49639 0.45870
-90 0.00000 1.50000 0.45196
-86 -0.07652 1.49639 0.43960
-82 -0.15317 1.47726 0.42724
-78 -0.22846 1.44307 0.41151
-73 -0.30094 1.39462 0.39341
-69 -0.36930 1.33297 0.37464
-65 -0.43240 1.25948 0.35263
-61 -0.48926 1.17573 0.33063
-57 -0.53917 1.08353 0.30746
-53 -0.58167 0.98487 0.28393
-49 -0.61662 0.88186 0.26046
-44 -0.64428 0.77671 0.23712
-40 -0.66539 0.67164 0.21379
-36 -0.68130 0.56891 0.15665
-32 -0.69427 0.47070 0.09702
-28 -0.79257 0.31563 0.06695
-24 -1.07154 0.16108 0.02249
-20 -1.12461 0.09936 0.00012
-18 -1.11646 0.07785 -0.00553
-16 -1.09455 0.06002 -0.00854
-14 -1.06790 0.04467 -0.00999
-12 -1.02513 0.03096 -0.01422
-10 -0.89540 0.02047 -0.02806
 -8 -0.67099 0.01465 -0.04612
 -6 -0.40972 0.01193 -0.06159
 -4 -0.15101 0.01071 -0.07214
 -2 0.10321 0.01021 -0.08010
 -1 0.22899 0.01014 -0.08352
  0 0.35389 0.01016 -0.08667
  1 0.47785 0.01026 -0.08958
  2 0.60076 0.01046 -0.09227
  3 0.72247 0.01074 -0.09473
  4 0.84276 0.01111 -0.09696
  5 0.96136 0.01158 -0.09894
  6 1.07795 0.01217 -0.10066
  7 1.19196 0.01288 -0.10205
  8 1.30296 0.01374 -0.10308
  9 1.40981 0.01479 -0.10365
 10 1.51106 0.01610 -0.10363
 11 1.60451 0.01775 -0.10286
 12 1.68676 0.01996 -0.10123
 13 1.75280 0.02315 -0.09887
 14 1.79096 0.02837 -0.09605
 15 1.78006 0.03776 -0.09325
 16 1.71862 0.05247 -0.09183
 18 1.56125 0.09038 -0.09578
 20 1.46144 0.12872 -0.10477
 24 1.33162 0.20940 -0.12799
 28 1.18149 0.31562 -0.15955
 32 0.99181 0.47070 -0.19460
 36 0.97329 0.56891 -0.22004
 40 0.95055 0.67164 -0.24526
 44 0.92040 0.77671 -0.26764
 49 0.88088 0.88186 -0.29002
 53 0.83095 0.98487 -0.31102
 57 0.77025 1.08353 -0.33129
 61 0.69895 1.17573 -0.35098
 65 0.61771 1.25948 -0.36887
 69 0.52758 1.33297 -0.38675
 73 0.42991 1.39462 -0.40201
 78 0.32637 1.44307 -0.41672
 82 0.21882 1.47726 -0.42990
 86 0.10931 1.49639 -0.44093
 90 0.00000 1.50000 -0.45196
 94 -0.07652 1.49639 -0.45870
 98 -0.15317 1.47726 -0.46544
102 -0.22846 1.44307 -0.46816
107 -0.30094 1.39462 -0.46802
111 -0.36930 1.33297 -0.46687
115 -0.43240 1.25948 -0.46086
119 -0.48926 1.17573 -0.45484
123 -0.53917 1.08353 -0.44638
127 -0.58167 0.98487 -0.43714
131 -0.61662 0.88186 -0.42816
136 -0.64428 0.77671 -0.41967
140 -0.66539 0.67164 -0.41119
144 -0.68130 0.56891 -0.40285
148 -0.69427 0.47070 -0.39453
150 -0.64468 0.41921 -0.38842
153 -0.59509 0.37007 -0.37170
155 -0.54550 0.32360 -0.35498
157 -0.49591 0.28009 -0.33825
159 -0.44632 0.23982 -0.32153
162 -0.39673 0.20306 -0.34866
164 -0.34713 0.17005 -0.39041
166 -0.29754 0.14099 -0.43216
169 -0.24795 0.11608 -0.47391
171 -0.19836 0.09548 -0.45714
173 -0.14877 0.07931 -0.34286
175 -0.09918 0.06769 -0.22857
178 -0.04959 0.06068 -0.11429
180 0.00000 0.05834 0.00000
