 alpha    c_a    c_d    c_m
-180 0.00000 0.07807 0.00000
-178 0.04787 0.08039 0.09143
-175 0.09573 0.08735 0.18286
-173 0.14360 0.09889 0.27429
-171 0.19146 0.11495 0.36571
-169 0.23933 0.13542 0.38716
-166 0.28719 0.16016 0.36663
-164 0.33506 0.18901 0.34609
-162 0.38292 0.22179 0.32555
-159 0.43079 0.25829 0.31429
-157 0.47865 0.29826 0.33088
-155 0.52652 0.34145 0.34746
-153 0.57438 0.38758 0.36405
-150 0.62225 0.43635 0.38063
-148 0.67011 0.48743 0.38750
-144 0.66162 0.58484 0.39742
-140 0.64937 0.68669 0.40732
-136 0.63131 0.79079 0.41683
-131 0.60622 0.89492 0.42633
-127 0.57346 0.99682 0.43593
-123 0.53282 1.09431 0.44558
-119 0.48448 1.18529 0.45436
-115 0.42893 1.26777 0.46044
-111 0.36692 1.33995 0.46651
-107 0.29943 1.40025 0.46757
-102 0.22762 1.44732 0.46758
-98 0.15280 1.48010 0.46472
-94 0.07642 1.49781 0.45780
-90 0.00000 1.50000 0.45087
-86 -0.07642 1.49781 0.43901
-82 -0.15280 1.48010 0.42715
-78 -0.22762 1.44732 0.41184
-73 -0.29943 1.40025 0.39409
-69 -0.36692 1.33995 0.37564
-65 -0.42893 1.26777 0.35377
-61 -0.48448 1.18529 0.33191
-57 -0.53282 1.09431 0.30870
-53 -0.57346 0.99682 0.28506
-49 -0.60622 0.89492 0.26143
-44 -0.63131 0.79079 0.23782
-40 -0.64937 0.68669 0.21420
-36 -0.66162 0.58484 0.15924
-32 -0.67011 0.48743 0.10196
-28 -0.60857 0.38139 0.08133
-24 -1.07895 0.15870 0.02314
-20 -1.16983 0.09253 -0.00160
-18 -1.16779 0.07112 -0.00711
-16 -1.15030 0.05363 -0.00986
-14 -1.12985 0.03851 -0.01150
-12 -1.07750 0.02475 -0.01941
-10 -0.88545 0.01571 -0.04072
 -8 -0.63642 0.01217 -0.05553
 -6 -0.38495 0.01055 -0.06515
 -4 -0.13510 0.00975 -0.07249
 -2 0.11301 0.00942 -0.07868
 -1 0.23630 0.00940 -0.08147
  0 0.35894 0.00945 -0.08410
  1 0.48085 0.00958 -0.08658
  2 0.60186 0.00980 -0.08889
  3 0.72182 0.01009 -0.09104
  4 0.84049 0.01047 -0.09301
  5 0.95760 0.01095 -0.09479
  6 1.07285 0.01153 -0.09633
  7 1.18565 0.01224 -0.09762
  8 1.29573 0.01310 -0.09861
  9 1.40199 0.01415 -0.09922
 10 1.50310 0.01545 -0.09936
 11 1.59715 0.01709 -0.09890
 12 1.68045 0.01930 -0.09772
 13 1.74719 0.02254 -0.09588
 14 1.78337 0.02802 -0.09356
 15 1.76557 0.03807 -0.09121
 16 1.69967 0.05329 -0.09013
 18 1.55780 0.08945 -0.09377
 20 1.47648 0.12475 -0.10152
 24 1.36515 0.20002 -0.12261
 28 1.19777 0.30853 -0.15544
 32 0.95730 0.48743 -0.19424
 36 0.94517 0.58484 -0.21989
 40 0.92767 0.68669 -0.24534
 44 0.90187 0.79079 -0.26804
 49 0.86603 0.89492 -0.29075
 53 0.81922 0.99682 -0.31195
 57 0.76117 1.09431 -0.33237
 61 0.69211 1.18529 -0.35215
 65 0.61276 1.26777 -0.36993
 69 0.52418 1.33995 -0.38771
 73 0.42776 1.40025 -0.40266
 78 0.32517 1.44732 -0.41703
 82 0.21829 1.48010 -0.42981
 86 0.10917 1.49781 -0.44034
 90 0.00000 1.50000 -0.45087
 94 -0.07642 1.49781 -0.45780
 98 -0.15280 1.48010 -0.46472
102 -0.22762 1.44732 -0.46758
107 -0.29943 1.40025 -0.46757
111 -0.36692 1.33995 -0.46651
115 -0.42893 1.26777 -0.46044
119 -0.48448 1.18529 -0.45436
123 -0.53282 1.09431 -0.44558
127 -0.57346 0.99682 -0.43593
131 -0.60622 0.89492 -0.42633
136 -0.63131 0.79079 -0.41683
140 -0.64937 0.68669 -0.40732
144 -0.66162 0.58484 -0.39742
148 -0.67011 0.48743 -0.38750
150 -0.62225 0.43635 -0.38063
153 -0.57438 0.38758 -0.36405
155 -0.52652 0.34145 -0.34746
157 -0.47865 0.29826 -0.33088
159 -0.43079 0.25829 -0.31429
162 -0.38292 0.22179 -0.34269
164 -0.33506 0.18901 -0.38609
166 -0.28719 0.16016 -0.42948
169 -0.23933 0.13542 -0.47288
171 -0.19146 0.11495 -0.45714
173 -0.14360 0.09889 -0.34286
175 -0.09573 0.08735 -0.22857
178 -0.04787 0.08039 -0.11429
180 0.00000 0.07807 0.00000
