 alpha    c_a    c_d    c_m
-180 0.00000 0.21782 0.00000
-178 0.04196 0.21940 0.07302
-175 0.08392 0.22411 0.14605
-173 0.12588 0.23193 0.21907
-171 0.16784 0.24280 0.29209
-169 0.20980 0.25666 0.30517
-166 0.25175 0.27341 0.28229
-164 0.29371 0.29295 0.25941
-162 0.33567 0.31513 0.23652
-159 0.37763 0.33983 0.22257
-157 0.41959 0.36686 0.23541
-155 0.46155 0.39606 0.24824
-153 0.50351 0.42723 0.26108
-150 0.54547 0.46016 0.27391
-148 0.58743 0.49464 0.27639
-144 0.55865 0.56033 0.27821
-140 0.53144 0.62891 0.28009
-136 0.50333 0.69887 0.28302
-131 0.47280 0.76869 0.28594
-127 0.43894 0.83683 0.29022
-123 0.40132 0.90177 0.29521
-119 0.35983 0.96209 0.29991
-115 0.31464 1.01640 0.30368
-111 0.26616 1.06350 0.30746
-107 0.21499 1.10230 0.30841
-102 0.16187 1.13187 0.30878
-98 0.10768 1.15150 0.30733
-94 0.05338 1.16067 0.30330
-90 0.00000 1.15908 0.29926
-86 -0.05338 1.16067 0.29344
-82 -0.10768 1.15150 0.28761
-78 -0.16187 1.13187 0.27941
-73 -0.21499 1.10230 0.26953
-69 -0.26616 1.06350 0.25917
-65 -0.31464 1.01640 0.24653
-61 -0.35983 0.96209 0.23388
-57 -0.40132 0.90177 0.22045
-53 -0.43894 0.83683 0.20676
-49 -0.47280 0.76869 0.19319
-44 -0.50333 0.69887 0.17982
-40 -0.53144 0.62891 0.16646
-36 -0.55865 0.56033 0.11159
-32 -0.58743 0.49464 0.05364
-28 -0.60080 0.34122 0.03397
-24 -0.58549 0.28532 0.01555
-20 -0.54591 0.23975 0.00008
-18 -0.51589 0.22071 -0.00621
-16 -0.47967 0.20394 -0.01133
-14 -0.43870 0.18932 -0.01508
-12 -0.39343 0.17660 -0.01737
-10 -0.34558 0.16554 -0.01824
 -8 -0.30277 0.15581 -0.01732
 -6 -0.27307 0.14708 -0.01457
 -4 -0.18489 0.14034 -0.02144
 -2 0.03115 0.13707 -0.04276
 -1 0.15742 0.13627 -0.05436
  0 0.28449 0.13581 -0.06515
  1 0.40906 0.13561 -0.07474
  2 0.52958 0.13564 -0.08301
  3 0.64532 0.13587 -0.08996
  4 0.75591 0.13628 -0.09569
  5 0.86099 0.13688 -0.10029
  6 0.95978 0.13770 -0.10377
  7 1.05036 0.13880 -0.10600
  8 1.12991 0.14030 -0.10679
  9 1.19380 0.14248 -0.10596
 10 1.23717 0.14584 -0.10389
 11 1.24524 0.15170 -0.10084
 12 1.19188 0.16305 -0.09791
 13 1.08566 0.18107 -0.09748
 14 0.98814 0.20105 -0.09996
 15 0.92081 0.22016 -0.10386
 16 0.87584 0.23831 -0.10819
 18 0.82457 0.27247 -0.11678
 20 0.80252 0.30480 -0.12492
 24 0.80308 0.36662 -0.14037
 28 0.81898 0.42877 -0.15546
 32 0.83918 0.49464 -0.17173
 36 0.79807 0.56033 -0.18411
 40 0.75919 0.62891 -0.19641
 44 0.71904 0.69887 -0.20756
 49 0.67543 0.76869 -0.21872
 53 0.62706 0.83683 -0.22937
 57 0.57332 0.90177 -0.23976
 61 0.51404 0.96209 -0.24987
 65 0.44948 1.01640 -0.25908
 69 0.38023 1.06350 -0.26829
 73 0.30713 1.10230 -0.27593
 78 0.23125 1.13187 -0.28323
 82 0.15383 1.15150 -0.28953
 86 0.07625 1.16067 -0.29439
 90 0.00000 1.15908 -0.29926
 94 -0.05338 1.16067 -0.30330
 98 -0.10768 1.15150 -0.30733
102 -0.16187 1.13187 -0.30878
107 -0.21499 1.10230 -0.30841
111 -0.26616 1.06350 -0.30746
115 -0.31464 1.01640 -0.30368
119 -0.35983 0.96209 -0.29991
123 -0.40132 0.90177 -0.29521
127 -0.43894 0.83683 -0.29022
131 -0.47280 0.76869 -0.28594
136 -0.50333 0.69887 -0.28302
140 -0.53144 0.62891 -0.28009
144 -0.55865 0.56033 -0.27821
148 -0.58743 0.49464 -0.27639
150 -0.54547 0.46016 -0.27391
153 -0.50351 0.42723 -0.26108
155 -0.46155 0.39606 -0.24824
157 -0.41959 0.36686 -0.23541
159 -0.37763 0.33983 -0.22257
162 -0.33567 0.31513 -0.25022
164 -0.29371 0.29295 -0.29135
166 -0.25175 0.27341 -0.33249
169 -0.20980 0.25666 -0.37363
171 -0.16784 0.24280 -0.36511
173 -0.12588 0.23193 -0.27384
175 -0.08392 0.22411 -0.18256
178 -0.04196 0.21940 -0.09128
180 0.00000 0.21782 0.00000
