 alpha    c_a    c_d    c_m
-180 0.00000 0.07499 0.00000
-178 0.04813 0.07732 0.09143
-175 0.09627 0.08428 0.18286
-173 0.14440 0.09584 0.27429
-171 0.19254 0.11191 0.36571
-169 0.24067 0.13240 0.38732
-166 0.28881 0.15716 0.36704
-164 0.33694 0.18605 0.34676
-162 0.38508 0.21887 0.32648
-159 0.43321 0.25540 0.31542
-157 0.48135 0.29542 0.33203
-155 0.52948 0.33867 0.34864
-153 0.57762 0.38485 0.36524
-150 0.62575 0.43367 0.38185
-148 0.67389 0.48482 0.38860
-144 0.66469 0.58235 0.39827
-140 0.65187 0.68434 0.40792
-136 0.63334 0.78859 0.41727
-131 0.60785 0.89288 0.42662
-127 0.57474 0.99496 0.43612
-123 0.53381 1.09263 0.44570
-119 0.48523 1.18380 0.45444
-115 0.42947 1.26648 0.46050
-111 0.36730 1.33886 0.46657
-107 0.29967 1.39937 0.46764
-102 0.22775 1.44665 0.46767
-98 0.15286 1.47966 0.46483
-94 0.07644 1.49759 0.45794
-90 0.00000 1.50000 0.45104
-86 -0.07644 1.49759 0.43911
-82 -0.15286 1.47966 0.42717
-78 -0.22775 1.44665 0.41179
-73 -0.29967 1.39937 0.39399
-69 -0.36730 1.33886 0.37548
-65 -0.42947 1.26648 0.35359
-61 -0.48523 1.18380 0.33171
-57 -0.53381 1.09263 0.30851
-53 -0.57474 0.99496 0.28489
-49 -0.60785 0.89288 0.26128
-44 -0.63334 0.78859 0.23771
-40 -0.65187 0.68434 0.21413
-36 -0.66469 0.58235 0.15883
-32 -0.67389 0.48482 0.10118
-28 -0.63730 0.37112 0.07908
-24 -1.07779 0.15907 0.02304
-20 -1.16276 0.09360 -0.00133
-18 -1.15977 0.07217 -0.00687
-16 -1.14159 0.05463 -0.00966
-14 -1.12018 0.03948 -0.01127
-12 -1.06932 0.02572 -0.01860
-10 -0.88700 0.01645 -0.03875
 -8 -0.64182 0.01255 -0.05406
 -6 -0.38882 0.01077 -0.06459
 -4 -0.13758 0.00990 -0.07244
 -2 0.11148 0.00955 -0.07890
 -1 0.23516 0.00951 -0.08179
  0 0.35815 0.00956 -0.08451
  1 0.48038 0.00969 -0.08704
  2 0.60169 0.00990 -0.08942
  3 0.72192 0.01019 -0.09162
  4 0.84084 0.01057 -0.09363
  5 0.95819 0.01105 -0.09544
  6 1.07365 0.01163 -0.09701
  7 1.18664 0.01234 -0.09831
  8 1.29686 0.01320 -0.09931
  9 1.40321 0.01425 -0.09991
 10 1.50434 0.01555 -0.10002
 11 1.59830 0.01720 -0.09952
 12 1.68144 0.01940 -0.09827
 13 1.74807 0.02264 -0.09635
 14 1.78455 0.02808 -0.09395
 15 1.76784 0.03802 -0.09153
 16 1.70263 0.05316 -0.09040
 18 1.55834 0.08959 -0.09408
 20 1.47413 0.12537 -0.10202
 24 1.35992 0.20149 -0.12345
 28 1.19523 0.30964 -0.15608
 32 0.96269 0.48482 -0.19430
 36 0.94956 0.58235 -0.21992
 40 0.93124 0.68434 -0.24533
 44 0.90477 0.78859 -0.26798
 49 0.86835 0.89288 -0.29063
 53 0.82106 0.99496 -0.31181
 57 0.76259 1.09263 -0.33220
 61 0.69318 1.18380 -0.35197
 65 0.61353 1.26648 -0.36976
 69 0.52471 1.33886 -0.38756
 73 0.42809 1.39937 -0.40256
 78 0.32535 1.44665 -0.41698
 82 0.21837 1.47966 -0.42983
 86 0.10919 1.49759 -0.44044
 90 0.00000 1.50000 -0.45104
 94 -0.07644 1.49759 -0.45794
 98 -0.15286 1.47966 -0.46483
102 -0.22775 1.44665 -0.46767
107 -0.29967 1.39937 -0.46764
111 -0.36730 1.33886 -0.46657
115 -0.42947 1.26648 -0.46050
119 -0.48523 1.18380 -0.45444
123 -0.53381 1.09263 -0.44570
127 -0.57474 0.99496 -0.43612
131 -0.60785 0.89288 -0.42662
136 -0.63334 0.78859 -0.41727
140 -0.65187 0.68434 -0.40792
144 -0.66469 0.58235 -0.39827
148 -0.67389 0.48482 -0.38860
150 -0.62575 0.43367 -0.38185
153 -0.57762 0.38485 -0.36524
155 -0.52948 0.33867 -0.34864
157 -0.48135 0.29542 -0.33203
159 -0.43321 0.25540 -0.31542
162 -0.38508 0.21887 -0.34362
164 -0.33694 0.18605 -0.38676
166 -0.28881 0.15716 -0.42990
169 -0.24067 0.13240 -0.47304
171 -0.19254 0.11191 -0.45714
173 -0.14440 0.09584 -0.34286
175 -0.09627 0.08428 -0.22857
178 -0.04813 0.07732 -0.11429
180 0.00000 0.07499 0.00000
