 alpha    c_a    c_d    c_m
-180 0.00000 0.10501 0.00000
-178 0.05348 0.10700 0.09143
-175 0.10695 0.11294 0.18286
-173 0.16043 0.12279 0.27429
-171 0.21391 0.13650 0.36571
-169 0.26738 0.15397 0.38526
-166 0.32086 0.17509 0.36168
-164 0.37433 0.19971 0.33810
-162 0.42781 0.22769 0.31451
-159 0.48129 0.25882 0.30085
-157 0.53476 0.29291 0.31691
-155 0.58824 0.32974 0.33298
-153 0.64172 0.36906 0.34905
-150 0.69519 0.41061 0.36512
-148 0.74867 0.45411 0.36734
-144 0.71020 0.53703 0.36779
-140 0.67413 0.62363 0.36837
-136 0.63727 0.71203 0.37078
-131 0.59764 0.80031 0.37319
-127 0.55406 0.88654 0.37761
-123 0.50594 0.96883 0.38309
-119 0.45313 1.04536 0.38825
-115 0.39583 1.11444 0.39241
-111 0.33455 1.17450 0.39657
-107 0.27001 1.22420 0.39727
-102 0.20314 1.26238 0.39724
-98 0.13502 1.28814 0.39493
-94 0.06688 1.30080 0.38941
-90 0.00000 1.30000 0.38388
-86 -0.06688 1.30080 0.37554
-82 -0.13502 1.28814 0.36720
-78 -0.20314 1.26238 0.35594
-73 -0.27001 1.22420 0.34264
-69 -0.33455 1.17450 0.32878
-65 -0.39583 1.11444 0.31220
-61 -0.45313 1.04536 0.29563
-57 -0.50594 0.96883 0.27820
-53 -0.55406 0.88654 0.26050
-49 -0.59764 0.80031 0.24295
-44 -0.63727 0.71203 0.22568
-40 -0.67413 0.62363 0.20841
-36 -0.71020 0.53703 0.14307
-32 -0.74867 0.45411 0.07418
-28 -0.82710 0.27215 0.04903
-24 -0.81384 0.20242 0.02575
-20 -0.77506 0.14481 0.00638
-18 -0.74398 0.12072 -0.00127
-16 -0.70526 0.09955 -0.00730
-14 -0.66090 0.08118 -0.01140
-12 -0.61139 0.06517 -0.01361
-10 -0.56072 0.05125 -0.01390
 -8 -0.51772 0.03896 -0.01220
 -6 -0.46137 0.02834 -0.01370
 -4 -0.26239 0.02149 -0.03390
 -2 0.04083 0.01833 -0.06277
 -1 0.19791 0.01752 -0.07588
  0 0.35211 0.01706 -0.08738
  1 0.50175 0.01688 -0.09719
  2 0.64650 0.01693 -0.10549
  3 0.78655 0.01718 -0.11249
  4 0.92201 0.01760 -0.11840
  5 1.05275 0.01821 -0.12332
  6 1.17835 0.01901 -0.12730
  7 1.29763 0.02005 -0.13028
  8 1.40845 0.02140 -0.13205
  9 1.50719 0.02321 -0.13234
 10 1.58837 0.02577 -0.13084
 11 1.64572 0.02968 -0.12782
 12 1.66591 0.03627 -0.12388
 13 1.62822 0.04808 -0.12019
 14 1.51508 0.06830 -0.11892
 15 1.37439 0.09447 -0.12170
 16 1.26767 0.12055 -0.12701
 18 1.14735 0.16809 -0.13899
 20 1.09169 0.21112 -0.15011
 24 1.06271 0.29124 -0.17053
 28 1.06459 0.37129 -0.19030
 32 1.06953 0.45411 -0.21025
 36 1.01456 0.53703 -0.22732
 40 0.96304 0.62363 -0.24424
 44 0.91038 0.71203 -0.25910
 49 0.85377 0.80031 -0.27397
 53 0.79152 0.88654 -0.28812
 57 0.72277 0.96883 -0.30189
 61 0.64733 1.04536 -0.31532
 65 0.56548 1.11444 -0.32770
 69 0.47793 1.17450 -0.34008
 73 0.38572 1.22420 -0.35058
 78 0.29019 1.26238 -0.36069
 82 0.19289 1.28814 -0.36958
 86 0.09554 1.30080 -0.37673
 90 0.00000 1.30000 -0.38388
 94 -0.06688 1.30080 -0.38941
 98 -0.13502 1.28814 -0.39493
102 -0.20314 1.26238 -0.39724
107 -0.27001 1.22420 -0.39727
111 -0.33455 1.17450 -0.39657
115 -0.39583 1.11444 -0.39241
119 -0.45313 1.04536 -0.38825
123 -0.50594 0.96883 -0.38309
127 -0.55406 0.88654 -0.37761
131 -0.59764 0.80031 -0.37319
136 -0.63727 0.71203 -0.37078
140 -0.67413 0.62363 -0.36837
144 -0.71020 0.53703 -0.36779
148 -0.74867 0.45411 -0.36734
150 -0.69519 0.41061 -0.36512
153 -0.64172 0.36906 -0.34905
155 -0.58824 0.32974 -0.33298
157 -0.53476 0.29291 -0.31691
159 -0.48129 0.25882 -0.30085
162 -0.42781 0.22769 -0.33166
164 -0.37433 0.19971 -0.37810
166 -0.32086 0.17509 -0.42454
169 -0.26738 0.15397 -0.47098
171 -0.21391 0.13650 -0.45714
173 -0.16043 0.12279 -0.34286
175 -0.10695 0.11294 -0.22857
178 -0.05348 0.10700 -0.11429
180 0.00000 0.10501 0.00000
