 alpha    c_a    c_d    c_m
-180 0.00000 0.41402 0.00000
-178 0.02042 0.41479 0.03554
-175 0.04084 0.41708 0.07107
-173 0.06126 0.42089 0.10661
-171 0.08167 0.42618 0.14214
-169 0.10209 0.43292 0.14851
-166 0.12251 0.44107 0.13737
-164 0.14293 0.45058 0.12623
-162 0.16335 0.46138 0.11510
-159 0.18377 0.47339 0.10831
-157 0.20418 0.48655 0.11456
-155 0.22460 0.50076 0.12080
-153 0.24502 0.51593 0.12705
-150 0.26544 0.53195 0.13329
-148 0.28586 0.54873 0.13450
-144 0.27186 0.58070 0.13538
-140 0.25861 0.61407 0.13630
-136 0.24493 0.64812 0.13772
-131 0.23008 0.68209 0.13915
-127 0.21360 0.71525 0.14123
-123 0.19529 0.74685 0.14366
-119 0.17510 0.77620 0.14594
-115 0.15311 0.80263 0.14778
-111 0.12952 0.82555 0.14962
-107 0.10462 0.84443 0.15008
-102 0.07877 0.85882 0.15026
-98 0.05240 0.86838 0.14955
-94 0.02597 0.87284 0.14759
-90 0.00000 0.87206 0.14563
-86 -0.02597 0.87284 0.14280
-82 -0.05240 0.86838 0.13996
-78 -0.07877 0.85882 0.13597
-73 -0.10462 0.84443 0.13116
-69 -0.12952 0.82555 0.12612
-65 -0.15311 0.80263 0.11997
-61 -0.17510 0.77620 0.11381
-57 -0.19529 0.74685 0.10728
-53 -0.21360 0.71525 0.10062
-49 -0.23008 0.68209 0.09401
-44 -0.24493 0.64812 0.08751
-40 -0.25861 0.61407 0.08101
-36 -0.27186 0.58070 0.05430
-32 -0.28586 0.54873 0.02610
-28 -0.29236 0.47407 0.01653
-24 -0.28491 0.44687 0.00756
-20 -0.26566 0.42469 0.00004
-18 -0.25105 0.41543 -0.00302
-16 -0.23342 0.40727 -0.00551
-14 -0.21348 0.40015 -0.00734
-12 -0.19145 0.39396 -0.00845
-10 -0.16817 0.38858 -0.00887
 -8 -0.14733 0.38385 -0.00843
 -6 -0.13288 0.37960 -0.00709
 -4 -0.08997 0.37632 -0.01044
 -2 0.01516 0.37473 -0.02081
 -1 0.07661 0.37434 -0.02645
  0 0.13844 0.37411 -0.03170
  1 0.19906 0.37402 -0.03637
  2 0.25771 0.37403 -0.04039
  3 0.31403 0.37414 -0.04378
  4 0.36785 0.37434 -0.04657
  5 0.41898 0.37463 -0.04880
  6 0.46706 0.37503 -0.05050
  7 0.51113 0.37557 -0.05158
  8 0.54984 0.37630 -0.05197
  9 0.58094 0.37736 -0.05156
 10 0.60204 0.37899 -0.05056
 11 0.60597 0.38184 -0.04907
 12 0.58000 0.38737 -0.04765
 13 0.52831 0.39614 -0.04744
 14 0.48086 0.40586 -0.04865
 15 0.44809 0.41516 -0.05054
 16 0.42621 0.42399 -0.05265
 18 0.40126 0.44062 -0.05683
 20 0.39053 0.45635 -0.06079
 24 0.39080 0.48643 -0.06831
 28 0.39854 0.51667 -0.07565
 32 0.40837 0.54873 -0.08357
 36 0.38836 0.58070 -0.08959
 40 0.36945 0.61407 -0.09558
 44 0.34990 0.64812 -0.10101
 49 0.32868 0.68209 -0.10643
 53 0.30515 0.71525 -0.11162
 57 0.27899 0.74685 -0.11667
 61 0.25014 0.77620 -0.12159
 65 0.21873 0.80263 -0.12608
 69 0.18503 0.82555 -0.13056
 73 0.14946 0.84443 -0.13427
 78 0.11253 0.85882 -0.13783
 82 0.07486 0.86838 -0.14089
 86 0.03711 0.87284 -0.14326
 90 0.00000 0.87206 -0.14563
 94 -0.02597 0.87284 -0.14759
 98 -0.05240 0.86838 -0.14955
102 -0.07877 0.85882 -0.15026
107 -0.10462 0.84443 -0.15008
111 -0.12952 0.82555 -0.14962
115 -0.15311 0.80263 -0.14778
119 -0.17510 0.77620 -0.14594
123 -0.19529 0.74685 -0.14366
127 -0.21360 0.71525 -0.14123
131 -0.23008 0.68209 -0.13915
136 -0.24493 0.64812 -0.13772
140 -0.25861 0.61407 -0.13630
144 -0.27186 0.58070 -0.13538
148 -0.28586 0.54873 -0.13450
150 -0.26544 0.53195 -0.13329
153 -0.24502 0.51593 -0.12705
155 -0.22460 0.50076 -0.12080
157 -0.20418 0.48655 -0.11456
159 -0.18377 0.47339 -0.10831
162 -0.16335 0.46138 -0.12176
164 -0.14293 0.45058 -0.14178
166 -0.12251 0.44107 -0.16180
169 -0.10209 0.43292 -0.18182
171 -0.08167 0.42618 -0.17768
173 -0.06126 0.42089 -0.13326
175 -0.04084 0.41708 -0.08884
178 -0.02042 0.41479 -0.04442
180 0.00000 0.41402 0.00000
