 alpha    c_a    c_d    c_m
-180 0.00000 0.56593 0.00000
-178 0.00374 0.56607 0.00651
-175 0.00748 0.56649 0.01302
-173 0.01122 0.56719 0.01953
-171 0.01496 0.56816 0.02604
-169 0.01870 0.56939 0.02721
-166 0.02244 0.57088 0.02517
-164 0.02618 0.57263 0.02313
-162 0.02993 0.57460 0.02109
-159 0.03367 0.57681 0.01984
-157 0.03741 0.57922 0.02099
-155 0.04115 0.58182 0.02213
-153 0.04489 0.58460 0.02328
-150 0.04863 0.58753 0.02442
-148 0.05237 0.59061 0.02464
-144 0.04980 0.59646 0.02480
-140 0.04738 0.60258 0.02497
-136 0.04487 0.60881 0.02523
-131 0.04215 0.61504 0.02549
-127 0.03913 0.62111 0.02587
-123 0.03578 0.62690 0.02632
-119 0.03208 0.63228 0.02674
-115 0.02805 0.63712 0.02707
-111 0.02373 0.64132 0.02741
-107 0.01917 0.64478 0.02750
-102 0.01443 0.64742 0.02753
-98 0.00960 0.64917 0.02740
-94 0.00476 0.64998 0.02704
-90 0.00000 0.64984 0.02668
-86 -0.00476 0.64998 0.02616
-82 -0.00960 0.64917 0.02564
-78 -0.01443 0.64742 0.02491
-73 -0.01917 0.64478 0.02403
-69 -0.02373 0.64132 0.02311
-65 -0.02805 0.63712 0.02198
-61 -0.03208 0.63228 0.02085
-57 -0.03578 0.62690 0.01965
-53 -0.03913 0.62111 0.01843
-49 -0.04215 0.61504 0.01722
-44 -0.04487 0.60881 0.01603
-40 -0.04738 0.60258 0.01484
-36 -0.04980 0.59646 0.00995
-32 -0.05237 0.59061 0.00478
-28 -0.05356 0.57693 0.00303
-24 -0.05220 0.57195 0.00139
-20 -0.04867 0.56788 0.00001
-18 -0.04599 0.56619 -0.00055
-16 -0.04276 0.56469 -0.00101
-14 -0.03911 0.56339 -0.00134
-12 -0.03507 0.56225 -0.00155
-10 -0.03081 0.56127 -0.00163
 -8 -0.02699 0.56040 -0.00154
 -6 -0.02434 0.55962 -0.00130
 -4 -0.01648 0.55902 -0.00191
 -2 0.00278 0.55873 -0.00381
 -1 0.01403 0.55866 -0.00485
  0 0.02536 0.55862 -0.00581
  1 0.03647 0.55860 -0.00666
  2 0.04721 0.55860 -0.00740
  3 0.05753 0.55862 -0.00802
  4 0.06739 0.55866 -0.00853
  5 0.07676 0.55871 -0.00894
  6 0.08557 0.55879 -0.00925
  7 0.09364 0.55888 -0.00945
  8 0.10073 0.55902 -0.00952
  9 0.10643 0.55921 -0.00945
 10 0.11029 0.55951 -0.00926
 11 0.11101 0.56003 -0.00899
 12 0.10626 0.56105 -0.00873
 13 0.09679 0.56265 -0.00869
 14 0.08809 0.56443 -0.00891
 15 0.08209 0.56614 -0.00926
 16 0.07808 0.56775 -0.00965
 18 0.07351 0.57080 -0.01041
 20 0.07155 0.57368 -0.01114
 24 0.07160 0.57919 -0.01251
 28 0.07301 0.58473 -0.01386
 32 0.07481 0.59061 -0.01531
 36 0.07115 0.59646 -0.01641
 40 0.06768 0.60258 -0.01751
 44 0.06410 0.60881 -0.01850
 49 0.06021 0.61504 -0.01950
 53 0.05590 0.62111 -0.02045
 57 0.05111 0.62690 -0.02137
 61 0.04583 0.63228 -0.02228
 65 0.04007 0.63712 -0.02310
 69 0.03390 0.64132 -0.02392
 73 0.02738 0.64478 -0.02460
 78 0.02062 0.64742 -0.02525
 82 0.01371 0.64917 -0.02581
 86 0.00680 0.64998 -0.02625
 90 0.00000 0.64984 -0.02668
 94 -0.00476 0.64998 -0.02704
 98 -0.00960 0.64917 -0.02740
102 -0.01443 0.64742 -0.02753
107 -0.01917 0.64478 -0.02750
111 -0.02373 0.64132 -0.02741
115 -0.02805 0.63712 -0.02707
119 -0.03208 0.63228 -0.02674
123 -0.03578 0.62690 -0.02632
127 -0.03913 0.62111 -0.02587
131 -0.04215 0.61504 -0.02549
136 -0.04487 0.60881 -0.02523
140 -0.04738 0.60258 -0.02497
144 -0.04980 0.59646 -0.02480
148 -0.05237 0.59061 -0.02464
150 -0.04863 0.58753 -0.02442
153 -0.04489 0.58460 -0.02328
155 -0.04115 0.58182 -0.02213
157 -0.03741 0.57922 -0.02099
159 -0.03367 0.57681 -0.01984
162 -0.02993 0.57460 -0.02231
164 -0.02618 0.57263 -0.02597
166 -0.02244 0.57088 -0.02964
169 -0.01870 0.56939 -0.03331
171 -0.01496 0.56816 -0.03255
173 -0.01122 0.56719 -0.02441
175 -0.00748 0.56649 -0.01628
178 -0.00374 0.56607 -0.00814
180 0.00000 0.56593 0.00000
