 alpha    c_a    c_d    c_m
-180 0.00000 0.05558 0.00000
-178 0.04983 0.05792 0.09143
-175 0.09966 0.06493 0.18286
-173 0.14950 0.07657 0.27429
-171 0.19933 0.09275 0.36571
-169 0.24916 0.11337 0.38834
-166 0.29899 0.13831 0.36967
-164 0.34883 0.16739 0.35101
-162 0.39866 0.20044 0.33235
-159 0.44849 0.23723 0.32254
-157 0.49832 0.27754 0.33928
-155 0.54816 0.32110 0.35603
-153 0.59799 0.36762 0.37277
-150 0.64782 0.41682 0.38951
-148 0.69765 0.46836 0.39552
-144 0.68406 0.56668 0.40361
-140 0.66763 0.66954 0.41173
-136 0.64610 0.77473 0.42007
-131 0.61807 0.88004 0.42842
-127 0.58282 0.98320 0.43731
-123 0.54006 1.08202 0.44650
-119 0.48993 1.17439 0.45491
-115 0.43288 1.25832 0.46092
-111 0.36964 1.33199 0.46693
-107 0.30115 1.39383 0.46809
-102 0.22858 1.44248 0.46824
-98 0.15323 1.47686 0.46555
-94 0.07653 1.49619 0.45883
-90 0.00000 1.50000 0.45211
-86 -0.07653 1.49619 0.43968
-82 -0.15323 1.47686 0.42725
-78 -0.22858 1.44248 0.41147
-73 -0.30115 1.39383 0.39332
-69 -0.36964 1.33199 0.37450
-65 -0.43288 1.25832 0.35247
-61 -0.48993 1.17439 0.33045
-57 -0.54006 1.08202 0.30729
-53 -0.58282 0.98320 0.28377
-49 -0.61807 0.88004 0.26033
-44 -0.64610 0.77473 0.23703
-40 -0.66763 0.66954 0.21373
-36 -0.68406 0.56668 0.15629
-32 -0.69765 0.46836 0.09632
-28 -0.81833 0.30642 0.06494
-24 -1.07051 0.16141 0.02240
-20 -1.11828 0.10031 0.00036
-18 -1.10927 0.07879 -0.00530
-16 -1.08675 0.06091 -0.00835
-14 -1.05922 0.04553 -0.00978
-12 -1.01780 0.03182 -0.01349
-10 -0.89679 0.02114 -0.02629
 -8 -0.67584 0.01499 -0.04481
 -6 -0.41318 0.01212 -0.06109
 -4 -0.15324 0.01085 -0.07209
 -2 0.10184 0.01033 -0.08030
 -1 0.22797 0.01024 -0.08381
  0 0.35318 0.01026 -0.08703
  1 0.47743 0.01036 -0.09000
  2 0.60061 0.01055 -0.09274
  3 0.72256 0.01083 -0.09524
  4 0.84307 0.01120 -0.09751
  5 0.96188 0.01167 -0.09953
  6 1.07867 0.01225 -0.10126
  7 1.19284 0.01297 -0.10267
  8 1.30397 0.01383 -0.10371
  9 1.41090 0.01488 -0.10427
 10 1.51217 0.01619 -0.10423
 11 1.60554 0.01784 -0.10342
 12 1.68764 0.02005 -0.10172
 13 1.75359 0.02323 -0.09929
 14 1.79202 0.02842 -0.09640
 15 1.78209 0.03771 -0.09353
 16 1.72127 0.05236 -0.09206
 18 1.56174 0.09051 -0.09606
 20 1.45933 0.12928 -0.10523
 24 1.32693 0.21072 -0.12875
 28 1.17921 0.31661 -0.16013
 32 0.99665 0.46836 -0.19465
 36 0.97723 0.56668 -0.22006
 40 0.95376 0.66954 -0.24525
 44 0.92299 0.77473 -0.26758
 49 0.88296 0.88004 -0.28992
 53 0.83260 0.98320 -0.31089
 57 0.77152 1.08202 -0.33114
 61 0.69991 1.17439 -0.35082
 65 0.61841 1.25832 -0.36872
 69 0.52805 1.33199 -0.38662
 73 0.43022 1.39383 -0.40192
 78 0.32654 1.44248 -0.41668
 82 0.21890 1.47686 -0.42992
 86 0.10933 1.49619 -0.44101
 90 0.00000 1.50000 -0.45211
 94 -0.07653 1.49619 -0.45883
 98 -0.15323 1.47686 -0.46555
102 -0.22858 1.44248 -0.46824
107 -0.30115 1.39383 -0.46809
111 -0.36964 1.33199 -0.46693
115 -0.43288 1.25832 -0.46092
119 -0.48993 1.17439 -0.45491
123 -0.54006 1.08202 -0.44650
127 -0.58282 0.98320 -0.43731
131 -0.61807 0.88004 -0.42842
136 -0.64610 0.77473 -0.42007
140 -0.66763 0.66954 -0.41173
144 -0.68406 0.56668 -0.40361
148 -0.69765 0.46836 -0.39552
150 -0.64782 0.41682 -0.38951
153 -0.59799 0.36762 -0.37277
155 -0.54816 0.32110 -0.35603
157 -0.49832 0.27754 -0.33928
159 -0.44849 0.23723 -0.32254
162 -0.39866 0.20044 -0.34949
164 -0.34883 0.16739 -0.39101
166 -0.29899 0.13831 -0.43253
169 -0.24916 0.11337 -0.47405
171 -0.19933 0.09275 -0.45714
173 -0.14950 0.07657 -0.34286
175 -0.09966 0.06493 -0.22857
178 -0.04983 0.05792 -0.11429
180 0.00000 0.05558 0.00000
