 alpha    c_a    c_d    c_m
-180 0.00000 0.06280 0.00000
-178 0.04920 0.06513 0.09143
-175 0.09840 0.07213 0.18286
-173 0.14760 0.08373 0.27429
-171 0.19680 0.09987 0.36571
-169 0.24601 0.12045 0.38796
-166 0.29521 0.14532 0.36870
-164 0.34441 0.17433 0.34943
-162 0.39361 0.20729 0.33017
-159 0.44281 0.24399 0.31989
-157 0.49201 0.28419 0.33659
-155 0.54121 0.32763 0.35328
-153 0.59041 0.37403 0.36997
-150 0.63961 0.42308 0.38666
-148 0.68882 0.47448 0.39294
-144 0.67686 0.57251 0.40163
-140 0.66177 0.67504 0.41031
-136 0.64135 0.77989 0.41903
-131 0.61427 0.88481 0.42775
-127 0.57981 0.98757 0.43687
-123 0.53774 1.08597 0.44620
-119 0.48818 1.17789 0.45474
-115 0.43162 1.26135 0.46076
-111 0.36877 1.33454 0.46679
-107 0.30060 1.39589 0.46792
-102 0.22827 1.44403 0.46803
-98 0.15309 1.47790 0.46528
-94 0.07649 1.49671 0.45850
-90 0.00000 1.50000 0.45171
-86 -0.07649 1.49671 0.43947
-82 -0.15309 1.47790 0.42722
-78 -0.22827 1.44403 0.41159
-73 -0.30060 1.39589 0.39357
-69 -0.36877 1.33454 0.37486
-65 -0.43162 1.26135 0.35289
-61 -0.48818 1.17789 0.33092
-57 -0.53774 1.08597 0.30774
-53 -0.57981 0.98757 0.28419
-49 -0.61427 0.88481 0.26068
-44 -0.64135 0.77989 0.23728
-40 -0.66177 0.67504 0.21388
-36 -0.67686 0.57251 0.15724
-32 -0.68882 0.47448 0.09813
-28 -0.75102 0.33048 0.07020
-24 -1.07322 0.16054 0.02264
-20 -1.13482 0.09782 -0.00027
-18 -1.12805 0.07633 -0.00588
-16 -1.10714 0.05857 -0.00884
-14 -1.08189 0.04328 -0.01034
-12 -1.03696 0.02955 -0.01539
-10 -0.89315 0.01939 -0.03092
 -8 -0.66319 0.01409 -0.04825
 -6 -0.40412 0.01162 -0.06239
 -4 -0.14742 0.01050 -0.07222
 -2 0.10543 0.01004 -0.07978
 -1 0.23064 0.00997 -0.08306
  0 0.35503 0.01000 -0.08609
  1 0.47852 0.01011 -0.08890
  2 0.60101 0.01031 -0.09150
  3 0.72232 0.01059 -0.09390
  4 0.84224 0.01097 -0.09607
  5 0.96051 0.01144 -0.09801
  6 1.07680 0.01202 -0.09968
  7 1.19053 0.01273 -0.10105
  8 1.30133 0.01360 -0.10207
  9 1.40804 0.01465 -0.10265
 10 1.50926 0.01595 -0.10267
 11 1.60284 0.01760 -0.10197
 12 1.68533 0.01981 -0.10044
 13 1.75154 0.02301 -0.09819
 14 1.78924 0.02830 -0.09549
 15 1.77679 0.03783 -0.09279
 16 1.71434 0.05266 -0.09144
 18 1.56047 0.09017 -0.09532
 20 1.46483 0.12783 -0.10404
 24 1.33919 0.20729 -0.12678
 28 1.18516 0.31402 -0.15862
 32 0.98402 0.47448 -0.19452
 36 0.96694 0.57251 -0.22000
 40 0.94538 0.67504 -0.24528
 44 0.91622 0.77989 -0.26773
 49 0.87753 0.88481 -0.29018
 53 0.82830 0.98757 -0.31123
 57 0.76820 1.08597 -0.33153
 61 0.69741 1.17789 -0.35125
 65 0.61659 1.26135 -0.36911
 69 0.52681 1.33454 -0.38697
 73 0.42943 1.39589 -0.40216
 78 0.32610 1.44403 -0.41679
 82 0.21870 1.47790 -0.42988
 86 0.10928 1.49671 -0.44080
 90 0.00000 1.50000 -0.45171
 94 -0.07649 1.49671 -0.45850
 98 -0.15309 1.47790 -0.46528
102 -0.22827 1.44403 -0.46803
107 -0.30060 1.39589 -0.46792
111 -0.36877 1.33454 -0.46679
115 -0.43162 1.26135 -0.46076
119 -0.48818 1.17789 -0.45474
123 -0.53774 1.08597 -0.44620
127 -0.57981 0.98757 -0.43687
131 -0.61427 0.88481 -0.42775
136 -0.64135 0.77989 -0.41903
140 -0.66177 0.67504 -0.41031
144 -0.67686 0.57251 -0.40163
148 -0.68882 0.47448 -0.39294
150 -0.63961 0.42308 -0.38666
153 -0.59041 0.37403 -0.36997
155 -0.54121 0.32763 -0.35328
157 -0.49201 0.28419 -0.33659
159 -0.44281 0.24399 -0.31989
162 -0.39361 0.20729 -0.34731
164 -0.34441 0.17433 -0.38943
166 -0.29521 0.14532 -0.43155
169 -0.24601 0.12045 -0.47367
171 -0.19680 0.09987 -0.45714
173 -0.14760 0.08373 -0.34286
175 -0.09840 0.07213 -0.22857
178 -0.04920 0.06513 -0.11429
180 0.00000 0.06280 0.00000
