 alpha    c_a    c_d    c_m
-180 0.00000 0.05137 0.00000
-178 0.05020 0.05372 0.09143
-175 0.10040 0.06074 0.18286
-173 0.15060 0.07239 0.27429
-171 0.20080 0.08859 0.36571
-169 0.25100 0.10925 0.38856
-166 0.30120 0.13422 0.37025
-164 0.35140 0.16335 0.35194
-162 0.40160 0.19644 0.33363
-159 0.45181 0.23329 0.32409
-157 0.50201 0.27366 0.34086
-155 0.55221 0.31729 0.35763
-153 0.60241 0.36388 0.37440
-150 0.65261 0.41316 0.39118
-148 0.70281 0.46479 0.39702
-144 0.68826 0.56328 0.40477
-140 0.67105 0.66633 0.41255
-136 0.64886 0.77173 0.42068
-131 0.62029 0.87725 0.42881
-127 0.58457 0.98065 0.43757
-123 0.54142 1.07972 0.44667
-119 0.49095 1.17235 0.45502
-115 0.43362 1.25655 0.46101
-111 0.37015 1.33050 0.46700
-107 0.30147 1.39263 0.46818
-102 0.22876 1.44157 0.46836
-98 0.15331 1.47625 0.46570
-94 0.07655 1.49588 0.45902
-90 0.00000 1.50000 0.45234
-86 -0.07655 1.49588 0.43981
-82 -0.15331 1.47625 0.42727
-78 -0.22876 1.44157 0.41140
-73 -0.30147 1.39263 0.39317
-69 -0.37015 1.33050 0.37428
-65 -0.43362 1.25655 0.35223
-61 -0.49095 1.17235 0.33018
-57 -0.54142 1.07972 0.30703
-53 -0.58457 0.98065 0.28353
-49 -0.62029 0.87725 0.26012
-44 -0.64886 0.77173 0.23688
-40 -0.67105 0.66633 0.21364
-36 -0.68826 0.56328 0.15574
-32 -0.70281 0.46479 0.09527
-28 -0.85760 0.29239 0.06187
-24 -1.06893 0.16192 0.02226
-20 -1.10863 0.10177 0.00072
-18 -1.09831 0.08023 -0.00496
-16 -1.07485 0.06227 -0.00807
-14 -1.04600 0.04684 -0.00946
-12 -1.00662 0.03315 -0.01239
-10 -0.89892 0.02215 -0.02359
 -8 -0.68322 0.01552 -0.04280
 -6 -0.41847 0.01242 -0.06033
 -4 -0.15664 0.01106 -0.07201
 -2 0.09975 0.01049 -0.08060
 -1 0.22641 0.01040 -0.08425
  0 0.35210 0.01041 -0.08758
  1 0.47679 0.01050 -0.09064
  2 0.60038 0.01069 -0.09346
  3 0.72270 0.01097 -0.09603
  4 0.84356 0.01134 -0.09836
  5 0.96269 0.01181 -0.10041
  6 1.07976 0.01239 -0.10218
  7 1.19418 0.01310 -0.10362
  8 1.30551 0.01397 -0.10467
  9 1.41257 0.01502 -0.10522
 10 1.51387 0.01633 -0.10515
 11 1.60711 0.01798 -0.10427
 12 1.68898 0.02019 -0.10247
 13 1.75479 0.02336 -0.09993
 14 1.79364 0.02850 -0.09693
 15 1.78518 0.03764 -0.09397
 16 1.72531 0.05219 -0.09242
 18 1.56247 0.09071 -0.09648
 20 1.45612 0.13013 -0.10592
 24 1.31977 0.21272 -0.12990
 28 1.17573 0.31812 -0.16101
 32 1.00401 0.46479 -0.19473
 36 0.98323 0.56328 -0.22009
 40 0.95864 0.66633 -0.24523
 44 0.92695 0.77173 -0.26750
 49 0.88613 0.87725 -0.28976
 53 0.83510 0.98065 -0.31069
 57 0.77345 1.07972 -0.33091
 61 0.70136 1.17235 -0.35057
 65 0.61946 1.25655 -0.36849
 69 0.52878 1.33050 -0.38642
 73 0.43068 1.39263 -0.40178
 78 0.32680 1.44157 -0.41661
 82 0.21901 1.47625 -0.42994
 86 0.10935 1.49588 -0.44114
 90 0.00000 1.50000 -0.45234
 94 -0.07655 1.49588 -0.45902
 98 -0.15331 1.47625 -0.46570
102 -0.22876 1.44157 -0.46836
107 -0.30147 1.39263 -0.46818
111 -0.37015 1.33050 -0.46700
115 -0.43362 1.25655 -0.46101
119 -0.49095 1.17235 -0.45502
123 -0.54142 1.07972 -0.44667
127 -0.58457 0.98065 -0.43757
131 -0.62029 0.87725 -0.42881
136 -0.64886 0.77173 -0.42068
140 -0.67105 0.66633 -0.41255
144 -0.68826 0.56328 -0.40477
148 -0.70281 0.46479 -0.39702
150 -0.65261 0.41316 -0.39118
153 -0.60241 0.36388 -0.37440
155 -0.55221 0.31729 -0.35763
157 -0.50201 0.27366 -0.34086
159 -0.45181 0.23329 -0.32409
162 -0.40160 0.19644 -0.35077
164 -0.35140 0.16335 -0.39194
166 -0.30120 0.13422 -0.43310
169 -0.25100 0.10925 -0.47427
171 -0.20080 0.08859 -0.45714
173 -0.15060 0.07239 -0.34286
175 -0.10040 0.06074 -0.22857
178 -0.05020 0.05372 -0.11429
180 0.00000 0.05137 0.00000
