 alpha    c_a    c_d    c_m
-180 0.00000 0.17362 0.00000
-178 0.04681 0.17537 0.08147
-175 0.09362 0.18063 0.16294
-173 0.14044 0.18936 0.24441
-171 0.18725 0.20149 0.32588
-169 0.23406 0.21695 0.34047
-166 0.28087 0.23564 0.31494
-164 0.32769 0.25743 0.28941
-162 0.37450 0.28219 0.26388
-159 0.42131 0.30973 0.24831
-157 0.46812 0.33990 0.26263
-155 0.51494 0.37247 0.27696
-153 0.56175 0.40725 0.29128
-150 0.60856 0.44399 0.30560
-148 0.65537 0.48246 0.30836
-144 0.62327 0.55575 0.31038
-140 0.59290 0.63225 0.31249
-136 0.56155 0.71031 0.31575
-131 0.52748 0.78821 0.31901
-127 0.48972 0.86422 0.32379
-123 0.44774 0.93668 0.32936
-119 0.40145 1.00397 0.33460
-115 0.35103 1.06457 0.33881
-111 0.29695 1.11711 0.34302
-107 0.23986 1.16039 0.34409
-102 0.18060 1.19339 0.34450
-98 0.12013 1.21529 0.34288
-94 0.05955 1.22552 0.33838
-90 0.00000 1.22375 0.33388
-86 -0.05955 1.22552 0.32738
-82 -0.12013 1.21529 0.32088
-78 -0.18060 1.19339 0.31173
-73 -0.23986 1.16039 0.30070
-69 -0.29695 1.11711 0.28915
-65 -0.35103 1.06457 0.27504
-61 -0.40145 1.00397 0.26093
-57 -0.44774 0.93668 0.24594
-53 -0.48972 0.86422 0.23067
-49 -0.52748 0.78821 0.21553
-44 -0.56155 0.71031 0.20062
-40 -0.59290 0.63225 0.18572
-36 -0.62327 0.55575 0.12449
-32 -0.65537 0.48246 0.05984
-28 -0.67029 0.31129 0.03789
-24 -0.65321 0.24893 0.01734
-20 -0.60905 0.19808 0.00009
-18 -0.57556 0.17684 -0.00693
-16 -0.53515 0.15813 -0.01264
-14 -0.48944 0.14182 -0.01682
-12 -0.43893 0.12763 -0.01938
-10 -0.38556 0.11529 -0.02035
 -8 -0.33779 0.10444 -0.01932
 -6 -0.30466 0.09469 -0.01626
 -4 -0.20627 0.08717 -0.02393
 -2 0.03476 0.08353 -0.04771
 -1 0.17563 0.08263 -0.06065
  0 0.31740 0.08212 -0.07268
  1 0.45637 0.08190 -0.08338
  2 0.59083 0.08193 -0.09261
  3 0.71996 0.08218 -0.10036
  4 0.84334 0.08264 -0.10676
  5 0.96057 0.08332 -0.11189
  6 1.07080 0.08423 -0.11578
  7 1.17184 0.08545 -0.11826
  8 1.26060 0.08713 -0.11914
  9 1.33188 0.08956 -0.11822
 10 1.38027 0.09331 -0.11591
 11 1.38927 0.09985 -0.11251
 12 1.32974 0.11251 -0.10924
 13 1.21123 0.13262 -0.10875
 14 1.10243 0.15491 -0.11153
 15 1.02731 0.17623 -0.11587
 16 0.97715 0.19647 -0.12070
 18 0.91994 0.23459 -0.13029
 20 0.89535 0.27065 -0.13937
 24 0.89597 0.33963 -0.15661
 28 0.91370 0.40896 -0.17344
 32 0.93625 0.48246 -0.19159
 36 0.89038 0.55575 -0.20541
 40 0.84701 0.63225 -0.21913
 44 0.80221 0.71031 -0.23157
 49 0.75355 0.78821 -0.24402
 53 0.69959 0.86422 -0.25590
 57 0.63963 0.93668 -0.26749
 61 0.57349 1.00397 -0.27877
 65 0.50147 1.06457 -0.28905
 69 0.42421 1.11711 -0.29933
 73 0.34266 1.16039 -0.30784
 78 0.25800 1.19339 -0.31599
 82 0.17162 1.21529 -0.32302
 86 0.08507 1.22552 -0.32845
 90 0.00000 1.22375 -0.33388
 94 -0.05955 1.22552 -0.33838
 98 -0.12013 1.21529 -0.34288
102 -0.18060 1.19339 -0.34450
107 -0.23986 1.16039 -0.34409
111 -0.29695 1.11711 -0.34302
115 -0.35103 1.06457 -0.33881
119 -0.40145 1.00397 -0.33460
123 -0.44774 0.93668 -0.32936
127 -0.48972 0.86422 -0.32379
131 -0.52748 0.78821 -0.31901
136 -0.56155 0.71031 -0.31575
140 -0.59290 0.63225 -0.31249
144 -0.62327 0.55575 -0.31038
148 -0.65537 0.48246 -0.30836
150 -0.60856 0.44399 -0.30560
153 -0.56175 0.40725 -0.29128
155 -0.51494 0.37247 -0.27696
157 -0.46812 0.33990 -0.26263
159 -0.42131 0.30973 -0.24831
162 -0.37450 0.28219 -0.27916
164 -0.32769 0.25743 -0.32505
166 -0.28087 0.23564 -0.37095
169 -0.23406 0.21695 -0.41685
171 -0.18725 0.20149 -0.40735
173 -0.14044 0.18936 -0.30551
175 -0.09362 0.18063 -0.20367
178 -0.04681 0.17537 -0.10184
180 0.00000 0.17362 0.00000
