 alpha    c_a    c_d    c_m
-180 0.00000 0.07685 0.00000
-178 0.05440 0.07887 0.09143
-175 0.10881 0.08491 0.18286
-173 0.16321 0.09495 0.27429
-171 0.21762 0.10891 0.36571
-169 0.27202 0.12670 0.38904
-166 0.32643 0.14821 0.37151
-164 0.38083 0.17330 0.35398
-162 0.43524 0.20179 0.33645
-159 0.48964 0.23352 0.32732
-157 0.54405 0.26826 0.34337
-155 0.59845 0.30580 0.35943
-153 0.65286 0.34589 0.37548
-150 0.70726 0.38827 0.39154
-148 0.76167 0.43266 0.39277
-144 0.72145 0.51729 0.39116
-140 0.68392 0.60576 0.38974
-136 0.64581 0.69615 0.39082
-131 0.60506 0.78653 0.39190
-127 0.56047 0.87495 0.39536
-123 0.51142 0.95949 0.40007
-119 0.45773 1.03832 0.40451
-115 0.39962 1.10971 0.40809
-111 0.33756 1.17211 0.41167
-107 0.27230 1.22412 0.41180
-102 0.20477 1.26457 0.41121
-98 0.13605 1.29254 0.40832
-94 0.06736 1.30737 0.40218
-90 0.00000 1.30865 0.39603
-86 -0.06736 1.30737 0.38604
-82 -0.13605 1.29254 0.37605
-78 -0.20477 1.26457 0.36323
-73 -0.27230 1.22412 0.34843
-69 -0.33756 1.17211 0.33310
-65 -0.39962 1.10971 0.31527
-61 -0.45773 1.03832 0.29744
-57 -0.51142 0.95949 0.27892
-53 -0.56047 0.87495 0.26019
-49 -0.60506 0.78653 0.24161
-44 -0.64581 0.69615 0.22331
-40 -0.68392 0.60576 0.20501
-36 -0.72145 0.51729 0.14185
-32 -0.76167 0.43266 0.07537
-28 -0.93212 0.25460 0.04898
-24 -0.91954 0.18837 0.02561
-20 -0.88570 0.13306 0.00678
-18 -0.85858 0.10984 -0.00030
-16 -0.82421 0.08958 -0.00547
-14 -0.78425 0.07199 -0.00860
-12 -0.73938 0.05662 -0.00990
-10 -0.69764 0.04320 -0.00931
 -8 -0.65368 0.03142 -0.00916
 -6 -0.52262 0.02235 -0.02181
 -4 -0.25393 0.01749 -0.04832
 -2 0.04575 0.01526 -0.07251
 -1 0.19157 0.01472 -0.08200
  0 0.33354 0.01444 -0.08998
  1 0.47204 0.01436 -0.09676
  2 0.60748 0.01445 -0.10260
  3 0.74006 0.01467 -0.10769
  4 0.86983 0.01504 -0.11212
  5 0.99659 0.01553 -0.11595
  6 1.11988 0.01618 -0.11915
  7 1.23914 0.01700 -0.12169
  8 1.35292 0.01802 -0.12343
  9 1.45927 0.01933 -0.12416
 10 1.55480 0.02103 -0.12357
 11 1.63540 0.02337 -0.12143
 12 1.69706 0.02673 -0.11806
 13 1.73281 0.03198 -0.11410
 14 1.72602 0.04084 -0.11012
 15 1.65885 0.05599 -0.10766
 16 1.54706 0.07759 -0.10853
 18 1.35509 0.12590 -0.11817
 20 1.25084 0.17143 -0.13037
 24 1.16117 0.25579 -0.15347
 28 1.12354 0.34078 -0.17615
 32 1.08809 0.43266 -0.19910
 36 1.03065 0.51729 -0.21878
 40 0.97704 0.60576 -0.23824
 44 0.92259 0.69615 -0.25472
 49 0.86438 0.78653 -0.27119
 53 0.80067 0.87495 -0.28677
 57 0.73059 0.95949 -0.30189
 61 0.65390 1.03832 -0.31669
 65 0.57088 1.10971 -0.33048
 69 0.48223 1.17211 -0.34427
 73 0.38900 1.22412 -0.35629
 78 0.29252 1.26457 -0.36795
 82 0.19435 1.29254 -0.37843
 86 0.09622 1.30737 -0.38723
 90 0.00000 1.30865 -0.39603
 94 -0.06736 1.30737 -0.40218
 98 -0.13605 1.29254 -0.40832
102 -0.20477 1.26457 -0.41121
107 -0.27230 1.22412 -0.41180
111 -0.33756 1.17211 -0.41167
115 -0.39962 1.10971 -0.40809
119 -0.45773 1.03832 -0.40451
123 -0.51142 0.95949 -0.40007
127 -0.56047 0.87495 -0.39536
131 -0.60506 0.78653 -0.39190
136 -0.64581 0.69615 -0.39082
140 -0.68392 0.60576 -0.38974
144 -0.72145 0.51729 -0.39116
148 -0.76167 0.43266 -0.39277
150 -0.70726 0.38827 -0.39154
153 -0.65286 0.34589 -0.37548
155 -0.59845 0.30580 -0.35943
157 -0.54405 0.26826 -0.34337
159 -0.48964 0.23352 -0.32732
162 -0.43524 0.20179 -0.35360
164 -0.38083 0.17330 -0.39398
166 -0.32643 0.14821 -0.43437
169 -0.27202 0.12670 -0.47476
171 -0.21762 0.10891 -0.45714
173 -0.16321 0.09495 -0.34286
175 -0.10881 0.08491 -0.22857
178 -0.05440 0.07887 -0.11429
180 0.00000 0.07685 0.00000
