 alpha    c_a    c_d    c_m
-180 0.00000 0.07885 0.00000
-178 0.04780 0.08118 0.09143
-175 0.09559 0.08813 0.18286
-173 0.14339 0.09967 0.27429
-171 0.19119 0.11572 0.36571
-169 0.23898 0.13618 0.38712
-166 0.28678 0.16092 0.36652
-164 0.33458 0.18976 0.34592
-162 0.38237 0.22254 0.32531
-159 0.43017 0.25902 0.31400
-157 0.47797 0.29899 0.33058
-155 0.52576 0.34216 0.34716
-153 0.57356 0.38828 0.36374
-150 0.62136 0.43703 0.38032
-148 0.66915 0.48809 0.38722
-144 0.66084 0.58548 0.39721
-140 0.64873 0.68729 0.40717
-136 0.63080 0.79135 0.41671
-131 0.60581 0.89544 0.42626
-127 0.57313 0.99730 0.43588
-123 0.53257 1.09474 0.44554
-119 0.48429 1.18567 0.45434
-115 0.42879 1.26810 0.46042
-111 0.36683 1.34022 0.46649
-107 0.29937 1.40047 0.46755
-102 0.22758 1.44749 0.46756
-98 0.15279 1.48021 0.46469
-94 0.07642 1.49787 0.45776
-90 0.00000 1.50000 0.45083
-86 -0.07642 1.49787 0.43899
-82 -0.15279 1.48021 0.42715
-78 -0.22758 1.44749 0.41186
-73 -0.29937 1.40047 0.39412
-69 -0.36683 1.34022 0.37567
-65 -0.42879 1.26810 0.35382
-61 -0.48429 1.18567 0.33196
-57 -0.53257 1.09474 0.30875
-53 -0.57313 0.99730 0.28511
-49 -0.60581 0.89544 0.26147
-44 -0.63080 0.79135 0.23784
-40 -0.64873 0.68729 0.21422
-36 -0.66084 0.58548 0.15934
-32 -0.66915 0.48809 0.10215
-28 -0.60126 0.38400 0.08190
-24 -1.07924 0.15860 0.02317
-20 -1.17162 0.09226 -0.00166
-18 -1.16983 0.07085 -0.00718
-16 -1.15251 0.05338 -0.00992
-14 -1.13231 0.03827 -0.01156
-12 -1.07958 0.02451 -0.01962
-10 -0.88505 0.01552 -0.04123
 -8 -0.63505 0.01207 -0.05590
 -6 -0.38396 0.01050 -0.06529
 -4 -0.13447 0.00971 -0.07251
 -2 0.11340 0.00939 -0.07862
 -1 0.23659 0.00937 -0.08139
  0 0.35914 0.00942 -0.08400
  1 0.48097 0.00956 -0.08646
  2 0.60191 0.00977 -0.08876
  3 0.72179 0.01006 -0.09089
  4 0.84040 0.01044 -0.09286
  5 0.95745 0.01092 -0.09462
  6 1.07265 0.01151 -0.09616
  7 1.18540 0.01221 -0.09744
  8 1.29545 0.01308 -0.09843
  9 1.40168 0.01412 -0.09904
 10 1.50278 0.01542 -0.09919
 11 1.59685 0.01707 -0.09874
 12 1.68020 0.01928 -0.09758
 13 1.74697 0.02252 -0.09576
 14 1.78307 0.02801 -0.09346
 15 1.76500 0.03809 -0.09113
 16 1.69891 0.05332 -0.09007
 18 1.55767 0.08941 -0.09369
 20 1.47708 0.12459 -0.10139
 24 1.36648 0.19965 -0.12240
 28 1.19842 0.30825 -0.15528
 32 0.95593 0.48809 -0.19423
 36 0.94405 0.58548 -0.21989
 40 0.92676 0.68729 -0.24535
 44 0.90114 0.79135 -0.26806
 49 0.86544 0.89544 -0.29077
 53 0.81876 0.99730 -0.31199
 57 0.76081 1.09474 -0.33241
 61 0.69184 1.18567 -0.35220
 65 0.61256 1.26810 -0.36997
 69 0.52404 1.34022 -0.38775
 73 0.42767 1.40047 -0.40269
 78 0.32512 1.44749 -0.41704
 82 0.21827 1.48021 -0.42981
 86 0.10917 1.49787 -0.44032
 90 0.00000 1.50000 -0.45083
 94 -0.07642 1.49787 -0.45776
 98 -0.15279 1.48021 -0.46469
102 -0.22758 1.44749 -0.46756
107 -0.29937 1.40047 -0.46755
111 -0.36683 1.34022 -0.46649
115 -0.42879 1.26810 -0.46042
119 -0.48429 1.18567 -0.45434
123 -0.53257 1.09474 -0.44554
127 -0.57313 0.99730 -0.43588
131 -0.60581 0.89544 -0.42626
136 -0.63080 0.79135 -0.41671
140 -0.64873 0.68729 -0.40717
144 -0.66084 0.58548 -0.39721
148 -0.66915 0.48809 -0.38722
150 -0.62136 0.43703 -0.38032
153 -0.57356 0.38828 -0.36374
155 -0.52576 0.34216 -0.34716
157 -0.47797 0.29899 -0.33058
159 -0.43017 0.25902 -0.31400
162 -0.38237 0.22254 -0.34245
164 -0.33458 0.18976 -0.38592
166 -0.28678 0.16092 -0.42938
169 -0.23898 0.13618 -0.47284
171 -0.19119 0.11572 -0.45714
173 -0.14339 0.09967 -0.34286
175 -0.09559 0.08813 -0.22857
178 -0.04780 0.08118 -0.11429
180 0.00000 0.07885 0.00000
