 alpha    c_a    c_d    c_m
-180 0.00000 0.59889 0.00000
-178 0.00012 0.59890 0.00021
-175 0.00024 0.59891 0.00042
-173 0.00036 0.59894 0.00063
-171 0.00049 0.59897 0.00085
-169 0.00061 0.59901 0.00088
-166 0.00073 0.59906 0.00082
-164 0.00085 0.59911 0.00075
-162 0.00097 0.59918 0.00068
-159 0.00109 0.59925 0.00064
-157 0.00121 0.59933 0.00068
-155 0.00134 0.59941 0.00072
-153 0.00146 0.59950 0.00076
-150 0.00158 0.59960 0.00079
-148 0.00170 0.59970 0.00080
-144 0.00162 0.59989 0.00080
-140 0.00154 0.60008 0.00081
-136 0.00146 0.60029 0.00082
-131 0.00137 0.60049 0.00083
-127 0.00127 0.60069 0.00084
-123 0.00116 0.60087 0.00085
-119 0.00104 0.60105 0.00087
-115 0.00091 0.60120 0.00088
-111 0.00077 0.60134 0.00089
-107 0.00062 0.60145 0.00089
-102 0.00047 0.60154 0.00089
-98 0.00031 0.60160 0.00089
-94 0.00015 0.60162 0.00088
-90 0.00000 0.60162 0.00087
-86 -0.00015 0.60162 0.00085
-82 -0.00031 0.60160 0.00083
-78 -0.00047 0.60154 0.00081
-73 -0.00062 0.60145 0.00078
-69 -0.00077 0.60134 0.00075
-65 -0.00091 0.60120 0.00071
-61 -0.00104 0.60105 0.00068
-57 -0.00116 0.60087 0.00064
-53 -0.00127 0.60069 0.00060
-49 -0.00137 0.60049 0.00056
-44 -0.00146 0.60029 0.00052
-40 -0.00154 0.60008 0.00048
-36 -0.00162 0.59989 0.00032
-32 -0.00170 0.59970 0.00016
-28 -0.00174 0.59925 0.00010
-24 -0.00169 0.59909 0.00004
-20 -0.00158 0.59896 0.00000
-18 -0.00149 0.59890 -0.00002
-16 -0.00139 0.59885 -0.00003
-14 -0.00127 0.59881 -0.00004
-12 -0.00114 0.59877 -0.00005
-10 -0.00100 0.59874 -0.00005
 -8 -0.00088 0.59871 -0.00005
 -6 -0.00079 0.59869 -0.00004
 -4 -0.00053 0.59867 -0.00006
 -2 0.00009 0.59866 -0.00012
 -1 0.00046 0.59866 -0.00016
  0 0.00082 0.59866 -0.00019
  1 0.00118 0.59866 -0.00022
  2 0.00153 0.59866 -0.00024
  3 0.00187 0.59866 -0.00026
  4 0.00219 0.59866 -0.00028
  5 0.00249 0.59866 -0.00029
  6 0.00278 0.59866 -0.00030
  7 0.00304 0.59867 -0.00031
  8 0.00327 0.59867 -0.00031
  9 0.00345 0.59868 -0.00031
 10 0.00358 0.59869 -0.00030
 11 0.00360 0.59870 -0.00029
 12 0.00345 0.59874 -0.00028
 13 0.00314 0.59879 -0.00028
 14 0.00286 0.59885 -0.00029
 15 0.00266 0.59890 -0.00030
 16 0.00253 0.59895 -0.00031
 18 0.00239 0.59905 -0.00034
 20 0.00232 0.59915 -0.00036
 24 0.00232 0.59932 -0.00041
 28 0.00237 0.59950 -0.00045
 32 0.00243 0.59970 -0.00050
 36 0.00231 0.59989 -0.00053
 40 0.00220 0.60008 -0.00057
 44 0.00208 0.60029 -0.00060
 49 0.00195 0.60049 -0.00063
 53 0.00181 0.60069 -0.00066
 57 0.00166 0.60087 -0.00069
 61 0.00149 0.60105 -0.00072
 65 0.00130 0.60120 -0.00075
 69 0.00110 0.60134 -0.00078
 73 0.00089 0.60145 -0.00080
 78 0.00067 0.60154 -0.00082
 82 0.00045 0.60160 -0.00084
 86 0.00022 0.60162 -0.00085
 90 0.00000 0.60162 -0.00087
 94 -0.00015 0.60162 -0.00088
 98 -0.00031 0.60160 -0.00089
102 -0.00047 0.60154 -0.00089
107 -0.00062 0.60145 -0.00089
111 -0.00077 0.60134 -0.00089
115 -0.00091 0.60120 -0.00088
119 -0.00104 0.60105 -0.00087
123 -0.00116 0.60087 -0.00085
127 -0.00127 0.60069 -0.00084
131 -0.00137 0.60049 -0.00083
136 -0.00146 0.60029 -0.00082
140 -0.00154 0.60008 -0.00081
144 -0.00162 0.59989 -0.00080
148 -0.00170 0.59970 -0.00080
150 -0.00158 0.59960 -0.00079
153 -0.00146 0.59950 -0.00076
155 -0.00134 0.59941 -0.00072
157 -0.00121 0.59933 -0.00068
159 -0.00109 0.59925 -0.00064
162 -0.00097 0.59918 -0.00072
164 -0.00085 0.59911 -0.00084
166 -0.00073 0.59906 -0.00096
169 -0.00061 0.59901 -0.00108
171 -0.00049 0.59897 -0.00106
173 -0.00036 0.59894 -0.00079
175 -0.00024 0.59891 -0.00053
178 -0.00012 0.59890 -0.00026
180 0.00000 0.59889 0.00000
