 alpha    c_a    c_d    c_m
-180 0.00000 0.06774 0.00000
-178 0.04877 0.07007 0.09143
-175 0.09754 0.07705 0.18286
-173 0.14631 0.08864 0.27429
-171 0.19508 0.10475 0.36571
-169 0.24384 0.12529 0.38770
-166 0.29261 0.15012 0.36803
-164 0.34138 0.17908 0.34835
-162 0.39015 0.21198 0.32867
-159 0.43892 0.24861 0.31808
-157 0.48769 0.28874 0.33474
-155 0.53646 0.33210 0.35140
-153 0.58523 0.37841 0.36806
-150 0.63400 0.42737 0.38471
-148 0.68277 0.47867 0.39118
-144 0.67193 0.57650 0.40027
-140 0.65776 0.67881 0.40935
-136 0.63810 0.78341 0.41832
-131 0.61167 0.88808 0.42729
-127 0.57776 0.99056 0.43656
-123 0.53615 1.08866 0.44600
-119 0.48699 1.18028 0.45461
-115 0.43075 1.26343 0.46066
-111 0.36817 1.33629 0.46670
-107 0.30022 1.39730 0.46780
-102 0.22806 1.44509 0.46788
-98 0.15300 1.47861 0.46510
-94 0.07647 1.49707 0.45827
-90 0.00000 1.50000 0.45144
-86 -0.07647 1.49707 0.43932
-82 -0.15300 1.47861 0.42720
-78 -0.22806 1.44509 0.41167
-73 -0.30022 1.39730 0.39374
-69 -0.36817 1.33629 0.37511
-65 -0.43075 1.26343 0.35317
-61 -0.48699 1.18028 0.33124
-57 -0.53615 1.08866 0.30805
-53 -0.57776 0.99056 0.28447
-49 -0.61167 0.88808 0.26093
-44 -0.63810 0.78341 0.23745
-40 -0.65776 0.67881 0.21398
-36 -0.67193 0.57650 0.15788
-32 -0.68277 0.47867 0.09937
-28 -0.70495 0.34694 0.07380
-24 -1.07507 0.15994 0.02280
-20 -1.14614 0.09611 -0.00070
-18 -1.14090 0.07464 -0.00628
-16 -1.12110 0.05698 -0.00917
-14 -1.09740 0.04174 -0.01071
-12 -1.05007 0.02800 -0.01669
-10 -0.89066 0.01820 -0.03409
 -8 -0.65453 0.01347 -0.05060
 -6 -0.39792 0.01127 -0.06328
 -4 -0.14344 0.01025 -0.07231
 -2 0.10788 0.00984 -0.07942
 -1 0.23247 0.00978 -0.08255
  0 0.35629 0.00982 -0.08545
  1 0.47928 0.00994 -0.08815
  2 0.60129 0.01014 -0.09066
  3 0.72216 0.01043 -0.09297
  4 0.84168 0.01081 -0.09508
  5 0.95957 0.01128 -0.09696
  6 1.07552 0.01186 -0.09860
  7 1.18895 0.01257 -0.09994
  8 1.29952 0.01344 -0.10095
  9 1.40608 0.01449 -0.10154
 10 1.50727 0.01579 -0.10160
 11 1.60100 0.01744 -0.10098
 12 1.68375 0.01965 -0.09956
 13 1.75013 0.02286 -0.09745
 14 1.78734 0.02821 -0.09487
 15 1.77316 0.03791 -0.09228
 16 1.70959 0.05286 -0.09102
 18 1.55961 0.08994 -0.09482
 20 1.46860 0.12683 -0.10322
 24 1.34759 0.20494 -0.12543
 28 1.18924 0.31224 -0.15760
 32 0.97538 0.47867 -0.19443
 36 0.95990 0.57650 -0.21997
 40 0.93965 0.67881 -0.24530
 44 0.91158 0.78341 -0.26783
 49 0.87381 0.88808 -0.29037
 53 0.82537 0.99056 -0.31146
 57 0.76592 1.08866 -0.33180
 61 0.69569 1.18028 -0.35154
 65 0.61535 1.26343 -0.36937
 69 0.52596 1.33629 -0.38721
 73 0.42889 1.39730 -0.40232
 78 0.32580 1.44509 -0.41687
 82 0.21857 1.47861 -0.42986
 86 0.10924 1.49707 -0.44065
 90 0.00000 1.50000 -0.45144
 94 -0.07647 1.49707 -0.45827
 98 -0.15300 1.47861 -0.46510
102 -0.22806 1.44509 -0.46788
107 -0.30022 1.39730 -0.46780
111 -0.36817 1.33629 -0.46670
115 -0.43075 1.26343 -0.46066
119 -0.48699 1.18028 -0.45461
123 -0.53615 1.08866 -0.44600
127 -0.57776 0.99056 -0.43656
131 -0.61167 0.88808 -0.42729
136 -0.63810 0.78341 -0.41832
140 -0.65776 0.67881 -0.40935
144 -0.67193 0.57650 -0.40027
148 -0.68277 0.47867 -0.39118
150 -0.63400 0.42737 -0.38471
153 -0.58523 0.37841 -0.36806
155 -0.53646 0.33210 -0.35140
157 -0.48769 0.28874 -0.33474
159 -0.43892 0.24861 -0.31808
162 -0.39015 0.21198 -0.34582
164 -0.34138 0.17908 -0.38835
166 -0.29261 0.15012 -0.43088
169 -0.24384 0.12529 -0.47342
171 -0.19508 0.10475 -0.45714
173 -0.14631 0.08864 -0.34286
175 -0.09754 0.07705 -0.22857
178 -0.04877 0.07007 -0.11429
180 0.00000 0.06774 0.00000
