 alpha    c_a    c_d    c_m
-180 0.00000 0.04171 0.00000
-178 0.05234 0.04400 0.09143
-175 0.10469 0.05086 0.18286
-173 0.15703 0.06224 0.27429
-171 0.20938 0.07807 0.36571
-169 0.26172 0.09824 0.38953
-166 0.31407 0.12263 0.37277
-164 0.36641 0.15109 0.35601
-162 0.41876 0.18342 0.33925
-159 0.47110 0.21942 0.33086
-157 0.52345 0.25886 0.34759
-155 0.57579 0.30148 0.36431
-153 0.62814 0.34701 0.38103
-150 0.68048 0.39516 0.39775
-148 0.73283 0.44561 0.40206
-144 0.70970 0.54188 0.40664
-140 0.68561 0.64260 0.41131
-136 0.65790 0.74566 0.41719
-131 0.62492 0.84887 0.42308
-127 0.58576 0.95004 0.43027
-123 0.54002 1.04702 0.43814
-119 0.48773 1.13774 0.44542
-115 0.42926 1.22029 0.45086
-111 0.36526 1.29287 0.45629
-107 0.29664 1.35395 0.45730
-102 0.22448 1.40219 0.45739
-98 0.15006 1.43656 0.45477
-94 0.07474 1.45628 0.44831
-90 0.00000 1.46089 0.44185
-86 -0.07474 1.45628 0.42944
-82 -0.15006 1.43656 0.41702
-78 -0.22448 1.40219 0.40144
-73 -0.29664 1.35395 0.38362
-69 -0.36526 1.29287 0.36519
-65 -0.42926 1.22029 0.34387
-61 -0.48773 1.13774 0.32255
-57 -0.54002 1.04702 0.30035
-53 -0.58576 0.95004 0.27788
-49 -0.62492 0.84887 0.25554
-44 -0.65790 0.74566 0.23348
-40 -0.68561 0.64260 0.21141
-36 -0.70970 0.54188 0.15029
-32 -0.73283 0.44561 0.08627
-28 -0.99076 0.24420 0.05046
-24 -1.03732 0.16842 0.02286
-20 -1.03717 0.11226 0.00347
-18 -1.01936 0.09034 -0.00256
-16 -0.99107 0.07172 -0.00621
-14 -0.95586 0.05571 -0.00782
-12 -0.92049 0.04174 -0.00806
-10 -0.86827 0.02943 -0.01130
 -8 -0.71537 0.02016 -0.02724
 -6 -0.46132 0.01512 -0.04972
 -4 -0.18532 0.01283 -0.06774
 -2 0.08351 0.01186 -0.08040
 -1 0.21496 0.01166 -0.08543
  0 0.34478 0.01159 -0.08986
  1 0.47309 0.01164 -0.09384
  2 0.59992 0.01180 -0.09742
  3 0.72517 0.01206 -0.10064
  4 0.84870 0.01241 -0.10353
  5 0.97024 0.01288 -0.10606
  6 1.08941 0.01347 -0.10822
  7 1.20564 0.01419 -0.10996
  8 1.31827 0.01508 -0.11120
  9 1.42593 0.01617 -0.11181
 10 1.52682 0.01753 -0.11160
 11 1.61813 0.01927 -0.11035
 12 1.69645 0.02162 -0.10796
 13 1.75780 0.02500 -0.10480
 14 1.79216 0.03039 -0.10122
 15 1.78168 0.03971 -0.09788
 16 1.71882 0.05467 -0.09626
 18 1.53493 0.09635 -0.10138
 20 1.41143 0.13953 -0.11240
 24 1.26743 0.22681 -0.13790
 28 1.15692 0.32627 -0.16639
 32 1.04690 0.44561 -0.19541
 36 1.01386 0.54188 -0.21956
 40 0.97944 0.64260 -0.24349
 44 0.93985 0.74566 -0.26440
 49 0.89274 0.84887 -0.28530
 53 0.83680 0.95004 -0.30503
 57 0.77145 1.04702 -0.32413
 61 0.69675 1.13774 -0.34278
 65 0.61322 1.22029 -0.35997
 69 0.52180 1.29287 -0.37716
 73 0.42377 1.35395 -0.39209
 78 0.32069 1.40219 -0.40656
 82 0.21437 1.43656 -0.41963
 86 0.10677 1.45628 -0.43074
 90 0.00000 1.46089 -0.44185
 94 -0.07474 1.45628 -0.44831
 98 -0.15006 1.43656 -0.45477
102 -0.22448 1.40219 -0.45739
107 -0.29664 1.35395 -0.45730
111 -0.36526 1.29287 -0.45629
115 -0.42926 1.22029 -0.45086
119 -0.48773 1.13774 -0.44542
123 -0.54002 1.04702 -0.43814
127 -0.58576 0.95004 -0.43027
131 -0.62492 0.84887 -0.42308
136 -0.65790 0.74566 -0.41719
140 -0.68561 0.64260 -0.41131
144 -0.70970 0.54188 -0.40664
148 -0.73283 0.44561 -0.40206
150 -0.68048 0.39516 -0.39775
153 -0.62814 0.34701 -0.38103
155 -0.57579 0.30148 -0.36431
157 -0.52345 0.25886 -0.34759
159 -0.47110 0.21942 -0.33086
162 -0.41876 0.18342 -0.35639
164 -0.36641 0.15109 -0.39601
166 -0.31407 0.12263 -0.43563
169 -0.26172 0.09824 -0.47524
171 -0.20938 0.07807 -0.45714
173 -0.15703 0.06224 -0.34286
175 -0.10469 0.05086 -0.22857
178 -0.05234 0.04400 -0.11429
180 0.00000 0.04171 0.00000
