 alpha    c_a    c_d    c_m
-180 0.00000 0.14174 0.00000
-178 0.05031 0.14363 0.08756
-175 0.10062 0.14928 0.17512
-173 0.15094 0.15866 0.26268
-171 0.20125 0.17170 0.35024
-169 0.25156 0.18831 0.36592
-166 0.30187 0.20840 0.33849
-164 0.35218 0.23182 0.31105
-162 0.40250 0.25843 0.28361
-159 0.45281 0.28803 0.26688
-157 0.50312 0.32045 0.28227
-155 0.55343 0.35546 0.29766
-153 0.60374 0.39284 0.31305
-150 0.65406 0.43233 0.32844
-148 0.70437 0.47367 0.33142
-144 0.66986 0.55244 0.33359
-140 0.63723 0.63466 0.33585
-136 0.60353 0.71856 0.33936
-131 0.56692 0.80228 0.34286
-127 0.52633 0.88398 0.34799
-123 0.48121 0.96185 0.35398
-119 0.43146 1.03417 0.35961
-115 0.37727 1.09930 0.36414
-111 0.31915 1.15577 0.36866
-107 0.25779 1.20229 0.36981
-102 0.19410 1.23775 0.37025
-98 0.12911 1.26129 0.36851
-94 0.06400 1.27228 0.36367
-90 0.00000 1.27038 0.35884
-86 -0.06400 1.27228 0.35185
-82 -0.12911 1.26129 0.34487
-78 -0.19410 1.23775 0.33503
-73 -0.25779 1.20229 0.32318
-69 -0.31915 1.15577 0.31077
-65 -0.37727 1.09930 0.29560
-61 -0.43146 1.03417 0.28044
-57 -0.48121 0.96185 0.26433
-53 -0.52633 0.88398 0.24792
-49 -0.56692 0.80228 0.23164
-44 -0.60353 0.71856 0.21562
-40 -0.63723 0.63466 0.19960
-36 -0.66986 0.55244 0.13380
-32 -0.70437 0.47367 0.06431
-28 -0.72040 0.28971 0.04073
-24 -0.70204 0.22268 0.01864
-20 -0.65459 0.16804 0.00009
-18 -0.61859 0.14521 -0.00744
-16 -0.57516 0.12509 -0.01359
-14 -0.52603 0.10757 -0.01808
-12 -0.47175 0.09232 -0.02083
-10 -0.41438 0.07905 -0.02187
 -8 -0.36304 0.06739 -0.02077
 -6 -0.32743 0.05692 -0.01747
 -4 -0.22169 0.04883 -0.02571
 -2 0.03736 0.04492 -0.05128
 -1 0.18876 0.04395 -0.06518
  0 0.34113 0.04340 -0.07811
  1 0.49049 0.04317 -0.08962
  2 0.63500 0.04320 -0.09953
  3 0.77378 0.04347 -0.10786
  4 0.90639 0.04397 -0.11474
  5 1.03238 0.04469 -0.12026
  6 1.15085 0.04567 -0.12443
  7 1.25945 0.04699 -0.12710
  8 1.35484 0.04879 -0.12805
  9 1.43145 0.05141 -0.12706
 10 1.48345 0.05543 -0.12458
 11 1.49313 0.06246 -0.12092
 12 1.42915 0.07607 -0.11740
 13 1.30178 0.09768 -0.11689
 14 1.18485 0.12164 -0.11986
 15 1.10411 0.14454 -0.12454
 16 1.05020 0.16630 -0.12973
 18 0.98871 0.20727 -0.14003
 20 0.96228 0.24603 -0.14979
 24 0.96295 0.32016 -0.16831
 28 0.98201 0.39468 -0.18640
 32 1.00624 0.47367 -0.20591
 36 0.95694 0.55244 -0.22076
 40 0.91033 0.63466 -0.23551
 44 0.86218 0.71856 -0.24888
 49 0.80988 0.80228 -0.26226
 53 0.75189 0.88398 -0.27503
 57 0.68745 0.96185 -0.28749
 61 0.61637 1.03417 -0.29961
 65 0.53896 1.09930 -0.31066
 69 0.45592 1.15577 -0.32170
 73 0.36827 1.20229 -0.33086
 78 0.27728 1.23775 -0.33961
 82 0.18445 1.26129 -0.34716
 86 0.09143 1.27228 -0.35300
 90 0.00000 1.27038 -0.35884
 94 -0.06400 1.27228 -0.36367
 98 -0.12911 1.26129 -0.36851
102 -0.19410 1.23775 -0.37025
107 -0.25779 1.20229 -0.36981
111 -0.31915 1.15577 -0.36866
115 -0.37727 1.09930 -0.36414
119 -0.43146 1.03417 -0.35961
123 -0.48121 0.96185 -0.35398
127 -0.52633 0.88398 -0.34799
131 -0.56692 0.80228 -0.34286
136 -0.60353 0.71856 -0.33936
140 -0.63723 0.63466 -0.33585
144 -0.66986 0.55244 -0.33359
148 -0.70437 0.47367 -0.33142
150 -0.65406 0.43233 -0.32844
153 -0.60374 0.39284 -0.31305
155 -0.55343 0.35546 -0.29766
157 -0.50312 0.32045 -0.28227
159 -0.45281 0.28803 -0.26688
162 -0.40250 0.25843 -0.30003
164 -0.35218 0.23182 -0.34935
166 -0.30187 0.20840 -0.39868
169 -0.25156 0.18831 -0.44801
171 -0.20125 0.17170 -0.43780
173 -0.15094 0.15866 -0.32835
175 -0.10062 0.14928 -0.21890
178 -0.05031 0.14363 -0.10945
180 0.00000 0.14174 0.00000
