 alpha    c_a    c_d    c_m
-180 0.00000 0.03976 0.00000
-178 0.05122 0.04211 0.09143
-175 0.10243 0.04916 0.18286
-173 0.15365 0.06086 0.27429
-171 0.20487 0.07713 0.36571
-169 0.25608 0.09786 0.38916
-166 0.30730 0.12294 0.37182
-164 0.35852 0.15218 0.35448
-162 0.40973 0.18541 0.33714
-159 0.46095 0.22242 0.32835
-157 0.51217 0.26296 0.34520
-155 0.56338 0.30677 0.36206
-153 0.61460 0.35358 0.37891
-150 0.66582 0.40307 0.39577
-148 0.71703 0.45494 0.40116
-144 0.69985 0.55390 0.40797
-140 0.68048 0.65747 0.41483
-136 0.65650 0.76343 0.42236
-131 0.62641 0.86957 0.42989
-127 0.58940 0.97361 0.43829
-123 0.54516 1.07337 0.44714
-119 0.49377 1.16672 0.45530
-115 0.43566 1.25166 0.46126
-111 0.37155 1.32639 0.46722
-107 0.30236 1.38932 0.46845
-102 0.22926 1.43907 0.46870
-98 0.15353 1.47458 0.46613
-94 0.07660 1.49505 0.45955
-90 0.00000 1.50000 0.45298
-86 -0.07660 1.49505 0.44015
-82 -0.15353 1.47458 0.42732
-78 -0.22926 1.43907 0.41121
-73 -0.30236 1.38932 0.39277
-69 -0.37155 1.32639 0.37369
-65 -0.43566 1.25166 0.35156
-61 -0.49377 1.16672 0.32943
-57 -0.54516 1.07337 0.30630
-53 -0.58940 0.97361 0.28286
-49 -0.62641 0.86957 0.25955
-44 -0.65650 0.76343 0.23647
-40 -0.68048 0.65747 0.21340
-36 -0.69985 0.55390 0.15422
-32 -0.71703 0.45494 0.09236
-28 -0.96594 0.25367 0.05341
-24 -1.06457 0.16332 0.02188
-20 -1.08201 0.10579 0.00173
-18 -1.06809 0.08419 -0.00403
-16 -1.04203 0.06603 -0.00729
-14 -1.00952 0.05047 -0.00857
-12 -0.97579 0.03680 -0.00933
-10 -0.90478 0.02496 -0.01614
 -8 -0.70357 0.01698 -0.03727
 -6 -0.43305 0.01323 -0.05823
 -4 -0.16601 0.01162 -0.07181
 -2 0.09398 0.01096 -0.08144
 -1 0.22211 0.01084 -0.08546
  0 0.34913 0.01082 -0.08910
  1 0.47502 0.01090 -0.09241
  2 0.59973 0.01108 -0.09545
  3 0.72309 0.01135 -0.09820
  4 0.84489 0.01171 -0.10068
  5 0.96490 0.01218 -0.10286
  6 1.08276 0.01276 -0.10473
  7 1.19789 0.01348 -0.10623
  8 1.30976 0.01434 -0.10731
  9 1.41717 0.01540 -0.10783
 10 1.51855 0.01671 -0.10766
 11 1.61144 0.01837 -0.10660
 12 1.69269 0.02057 -0.10453
 13 1.75809 0.02372 -0.10169
 14 1.79811 0.02870 -0.09840
 15 1.79371 0.03745 -0.09517
 16 1.73647 0.05171 -0.09342
 18 1.56450 0.09126 -0.09766
 20 1.44727 0.13247 -0.10784
 24 1.30003 0.21824 -0.13307
 28 1.16614 0.32229 -0.16343
 32 1.02433 0.45494 -0.19494
 36 0.99978 0.55390 -0.22017
 40 0.97211 0.65747 -0.24518
 44 0.93785 0.76343 -0.26726
 49 0.89487 0.86957 -0.28934
 53 0.84200 0.97361 -0.31014
 57 0.77880 1.07337 -0.33027
 61 0.70539 1.16672 -0.34988
 65 0.62238 1.25166 -0.36787
 69 0.53078 1.32639 -0.38585
 73 0.43195 1.38932 -0.40139
 78 0.32751 1.43907 -0.41642
 82 0.21932 1.47458 -0.42999
 86 0.10943 1.49505 -0.44148
 90 0.00000 1.50000 -0.45298
 94 -0.07660 1.49505 -0.45955
 98 -0.15353 1.47458 -0.46613
102 -0.22926 1.43907 -0.46870
107 -0.30236 1.38932 -0.46845
111 -0.37155 1.32639 -0.46722
115 -0.43566 1.25166 -0.46126
119 -0.49377 1.16672 -0.45530
123 -0.54516 1.07337 -0.44714
127 -0.58940 0.97361 -0.43829
131 -0.62641 0.86957 -0.42989
136 -0.65650 0.76343 -0.42236
140 -0.68048 0.65747 -0.41483
144 -0.69985 0.55390 -0.40797
148 -0.71703 0.45494 -0.40116
150 -0.66582 0.40307 -0.39577
153 -0.61460 0.35358 -0.37891
155 -0.56338 0.30677 -0.36206
157 -0.51217 0.26296 -0.34520
159 -0.46095 0.22242 -0.32835
162 -0.40973 0.18541 -0.35428
164 -0.35852 0.15218 -0.39448
166 -0.30730 0.12294 -0.43468
169 -0.25608 0.09786 -0.47488
171 -0.20487 0.07713 -0.45714
173 -0.15365 0.06086 -0.34286
175 -0.10243 0.04916 -0.22857
178 -0.05122 0.04211 -0.11429
180 0.00000 0.03976 0.00000
