 alpha    c_a    c_d    c_m
-180 0.00000 0.09961 0.00000
-178 0.05371 0.10160 0.09143
-175 0.10743 0.10755 0.18286
-173 0.16114 0.11743 0.27429
-171 0.21485 0.13117 0.36571
-169 0.26857 0.14867 0.38611
-166 0.32228 0.16984 0.36390
-164 0.37599 0.19452 0.34168
-162 0.42970 0.22256 0.31946
-159 0.48342 0.25376 0.30681
-157 0.53713 0.28793 0.32287
-155 0.59084 0.32485 0.33893
-153 0.64456 0.36426 0.35499
-150 0.69827 0.40591 0.37105
-148 0.75198 0.44953 0.37302
-144 0.71290 0.53266 0.37294
-140 0.67632 0.61950 0.37302
-136 0.63905 0.70817 0.37507
-131 0.59906 0.79673 0.37713
-127 0.55519 0.88327 0.38129
-123 0.50681 0.96587 0.38656
-119 0.45379 1.04274 0.39152
-115 0.39631 1.11216 0.39553
-111 0.33487 1.17259 0.39953
-107 0.27021 1.22266 0.40009
-102 0.20325 1.26122 0.39992
-98 0.13507 1.28736 0.39748
-94 0.06689 1.30041 0.39182
-90 0.00000 1.30000 0.38616
-86 -0.06689 1.30041 0.37749
-82 -0.13507 1.28736 0.36883
-78 -0.20325 1.26122 0.35727
-73 -0.27021 1.22266 0.34369
-69 -0.33487 1.17259 0.32954
-65 -0.39631 1.11216 0.31274
-61 -0.45379 1.04274 0.29594
-57 -0.50681 0.96587 0.27833
-53 -0.55519 0.88327 0.26045
-49 -0.59906 0.79673 0.24272
-44 -0.63905 0.70817 0.22528
-40 -0.67632 0.61950 0.20783
-36 -0.71290 0.53266 0.14314
-32 -0.75198 0.44953 0.07495
-28 -0.84913 0.26926 0.04959
-24 -0.83618 0.20011 0.02630
-20 -0.79890 0.14281 0.00702
-18 -0.76894 0.11882 -0.00054
-16 -0.73143 0.09776 -0.00642
-14 -0.68834 0.07949 -0.01033
-12 -0.64011 0.06355 -0.01235
-10 -0.59157 0.04970 -0.01244
 -8 -0.54993 0.03746 -0.01082
 -6 -0.48174 0.02708 -0.01432
 -4 -0.26444 0.02065 -0.03656
 -2 0.04141 0.01771 -0.06500
 -1 0.19680 0.01695 -0.07748
  0 0.34880 0.01653 -0.08829
  1 0.49626 0.01637 -0.09746
  2 0.63912 0.01643 -0.10522
  3 0.77764 0.01666 -0.11180
  4 0.91202 0.01707 -0.11738
  5 1.04212 0.01765 -0.12206
  6 1.16757 0.01841 -0.12590
  7 1.28739 0.01938 -0.12883
  8 1.39967 0.02064 -0.13068
  9 1.50122 0.02229 -0.13116
 10 1.58693 0.02458 -0.12988
 11 1.65193 0.02795 -0.12706
 12 1.68604 0.03337 -0.12317
 13 1.66785 0.04324 -0.11917
 14 1.57145 0.06132 -0.11709
 15 1.43644 0.08606 -0.11889
 16 1.32390 0.11183 -0.12353
 18 1.18766 0.15996 -0.13530
 20 1.12237 0.20360 -0.14668
 24 1.08205 0.28457 -0.16757
 28 1.07683 0.36546 -0.18782
 32 1.07426 0.44953 -0.20815
 36 1.01842 0.53266 -0.22572
 40 0.96618 0.61950 -0.24312
 44 0.91292 0.70817 -0.25828
 49 0.85581 0.79673 -0.27343
 53 0.79312 0.88327 -0.28784
 57 0.72402 0.96587 -0.30185
 61 0.64827 1.04274 -0.31553
 65 0.56616 1.11216 -0.32817
 69 0.47839 1.17259 -0.34081
 73 0.38602 1.22266 -0.35160
 78 0.29036 1.26122 -0.36201
 82 0.19296 1.28736 -0.37121
 86 0.09556 1.30041 -0.37868
 90 0.00000 1.30000 -0.38616
 94 -0.06689 1.30041 -0.39182
 98 -0.13507 1.28736 -0.39748
102 -0.20325 1.26122 -0.39992
107 -0.27021 1.22266 -0.40009
111 -0.33487 1.17259 -0.39953
115 -0.39631 1.11216 -0.39553
119 -0.45379 1.04274 -0.39152
123 -0.50681 0.96587 -0.38656
127 -0.55519 0.88327 -0.38129
131 -0.59906 0.79673 -0.37713
136 -0.63905 0.70817 -0.37507
140 -0.67632 0.61950 -0.37302
144 -0.71290 0.53266 -0.37294
148 -0.75198 0.44953 -0.37302
150 -0.69827 0.40591 -0.37105
153 -0.64456 0.36426 -0.35499
155 -0.59084 0.32485 -0.33893
157 -0.53713 0.28793 -0.32287
159 -0.48342 0.25376 -0.30681
162 -0.42970 0.22256 -0.33660
164 -0.37599 0.19452 -0.38168
166 -0.32228 0.16984 -0.42675
169 -0.26857 0.14867 -0.47183
171 -0.21485 0.13117 -0.45714
173 -0.16114 0.11743 -0.34286
175 -0.10743 0.10755 -0.22857
178 -0.05371 0.10160 -0.11429
180 0.00000 0.09961 0.00000
