 alpha    c_a    c_d    c_m
-180 0.00000 0.33636 0.00000
-178 0.02894 0.33745 0.05037
-175 0.05789 0.34070 0.10075
-173 0.08683 0.34610 0.15112
-171 0.11578 0.35360 0.20149
-169 0.14472 0.36316 0.21052
-166 0.17367 0.37471 0.19473
-164 0.20261 0.38819 0.17894
-162 0.23155 0.40349 0.16316
-159 0.26050 0.42053 0.15353
-157 0.28944 0.43918 0.16239
-155 0.31839 0.45932 0.17124
-153 0.34733 0.48082 0.18010
-150 0.37628 0.50354 0.18895
-148 0.40522 0.52732 0.19066
-144 0.38537 0.57264 0.19191
-140 0.36660 0.61994 0.19321
-136 0.34721 0.66821 0.19523
-131 0.32615 0.71637 0.19725
-127 0.30279 0.76337 0.20020
-123 0.27684 0.80817 0.20364
-119 0.24822 0.84977 0.20688
-115 0.21704 0.88724 0.20949
-111 0.18360 0.91973 0.21209
-107 0.14831 0.94649 0.21275
-102 0.11166 0.96690 0.21300
-98 0.07428 0.98044 0.21200
-94 0.03682 0.98676 0.20922
-90 0.00000 0.98567 0.20644
-86 -0.03682 0.98676 0.20242
-82 -0.07428 0.98044 0.19840
-78 -0.11166 0.96690 0.19274
-73 -0.14831 0.94649 0.18593
-69 -0.18360 0.91973 0.17878
-65 -0.21704 0.88724 0.17006
-61 -0.24822 0.84977 0.16134
-57 -0.27684 0.80817 0.15207
-53 -0.30279 0.76337 0.14263
-49 -0.32615 0.71637 0.13326
-44 -0.34721 0.66821 0.12405
-40 -0.36660 0.61994 0.11483
-36 -0.38537 0.57264 0.07698
-32 -0.40522 0.52732 0.03700
-28 -0.41444 0.42149 0.02343
-24 -0.40388 0.38293 0.01072
-20 -0.37658 0.35149 0.00005
-18 -0.35587 0.33836 -0.00428
-16 -0.33089 0.32679 -0.00782
-14 -0.30262 0.31670 -0.01040
-12 -0.27139 0.30793 -0.01198
-10 -0.23839 0.30030 -0.01258
 -8 -0.20886 0.29359 -0.01195
 -6 -0.18837 0.28757 -0.01005
 -4 -0.12754 0.28291 -0.01479
 -2 0.02149 0.28066 -0.02950
 -1 0.10859 0.28011 -0.03750
  0 0.19625 0.27979 -0.04494
  1 0.28218 0.27966 -0.05156
  2 0.36531 0.27967 -0.05726
  3 0.44515 0.27983 -0.06205
  4 0.52144 0.28012 -0.06601
  5 0.59393 0.28053 -0.06918
  6 0.66208 0.28110 -0.07159
  7 0.72456 0.28185 -0.07312
  8 0.77943 0.28289 -0.07367
  9 0.82351 0.28439 -0.07309
 10 0.85343 0.28671 -0.07167
 11 0.85899 0.29075 -0.06956
 12 0.82219 0.29859 -0.06754
 13 0.74891 0.31101 -0.06724
 14 0.68164 0.32480 -0.06896
 15 0.63519 0.33798 -0.07165
 16 0.60417 0.35050 -0.07463
 18 0.56880 0.37407 -0.08056
 20 0.55360 0.39636 -0.08617
 24 0.55398 0.43901 -0.09683
 28 0.56495 0.48188 -0.10724
 32 0.57889 0.52732 -0.11846
 36 0.55053 0.57264 -0.12700
 40 0.52371 0.61994 -0.13549
 44 0.49601 0.66821 -0.14318
 49 0.46592 0.71637 -0.15088
 53 0.43256 0.76337 -0.15823
 57 0.39549 0.80817 -0.16539
 61 0.35459 0.84977 -0.17236
 65 0.31006 0.88724 -0.17872
 69 0.26229 0.91973 -0.18508
 73 0.21187 0.94649 -0.19034
 78 0.15952 0.96690 -0.19538
 82 0.10611 0.98044 -0.19972
 86 0.05260 0.98676 -0.20308
 90 0.00000 0.98567 -0.20644
 94 -0.03682 0.98676 -0.20922
 98 -0.07428 0.98044 -0.21200
102 -0.11166 0.96690 -0.21300
107 -0.14831 0.94649 -0.21275
111 -0.18360 0.91973 -0.21209
115 -0.21704 0.88724 -0.20949
119 -0.24822 0.84977 -0.20688
123 -0.27684 0.80817 -0.20364
127 -0.30279 0.76337 -0.20020
131 -0.32615 0.71637 -0.19725
136 -0.34721 0.66821 -0.19523
140 -0.36660 0.61994 -0.19321
144 -0.38537 0.57264 -0.19191
148 -0.40522 0.52732 -0.19066
150 -0.37628 0.50354 -0.18895
153 -0.34733 0.48082 -0.18010
155 -0.31839 0.45932 -0.17124
157 -0.28944 0.43918 -0.16239
159 -0.26050 0.42053 -0.15353
162 -0.23155 0.40349 -0.17260
164 -0.20261 0.38819 -0.20098
166 -0.17367 0.37471 -0.22936
169 -0.14472 0.36316 -0.25774
171 -0.11578 0.35360 -0.25186
173 -0.08683 0.34610 -0.18890
175 -0.05789 0.34070 -0.12593
178 -0.02894 0.33745 -0.06297
180 0.00000 0.33636 0.00000
