 alpha    c_a    c_d    c_m
-180 0.00000 0.03860 0.00000
-178 0.05177 0.04093 0.09143
-175 0.10355 0.04792 0.18286
-173 0.15532 0.05951 0.27429
-171 0.20710 0.07564 0.36571
-169 0.25887 0.09619 0.38939
-166 0.31064 0.12104 0.37240
-164 0.36242 0.15003 0.35542
-162 0.41419 0.18296 0.33844
-159 0.46597 0.21964 0.32991
-157 0.51774 0.25982 0.34673
-155 0.56952 0.30324 0.36355
-153 0.62129 0.34963 0.38037
-150 0.67306 0.39869 0.39719
-148 0.72484 0.45010 0.40213
-144 0.70515 0.54819 0.40801
-140 0.68378 0.65084 0.41395
-136 0.65820 0.75588 0.42081
-131 0.62686 0.86108 0.42767
-127 0.58889 0.96422 0.43558
-123 0.54395 1.06311 0.44406
-119 0.49209 1.15565 0.45188
-115 0.43374 1.23987 0.45765
-111 0.36956 1.31397 0.46341
-107 0.30049 1.37637 0.46458
-102 0.22766 1.42572 0.46478
-98 0.15234 1.46096 0.46220
-94 0.07596 1.48130 0.45569
-90 0.00000 1.48626 0.44917
-86 -0.07596 1.48130 0.43644
-82 -0.15234 1.46096 0.42371
-78 -0.22766 1.42572 0.40774
-73 -0.30049 1.37637 0.38949
-69 -0.36956 1.31397 0.37061
-65 -0.43374 1.23987 0.34875
-61 -0.49209 1.15565 0.32689
-57 -0.54395 1.06311 0.30410
-53 -0.58889 0.96422 0.28100
-49 -0.62686 0.86108 0.25805
-44 -0.65820 0.75588 0.23536
-40 -0.68378 0.65084 0.21266
-36 -0.70515 0.54819 0.15259
-32 -0.72484 0.45010 0.08976
-28 -0.99184 0.24420 0.05103
-24 -1.05430 0.16533 0.02217
-20 -1.06204 0.10870 0.00250
-18 -1.04618 0.08698 -0.00337
-16 -1.01892 0.06862 -0.00679
-14 -0.98488 0.05288 -0.00817
-12 -0.95147 0.03911 -0.00840
-10 -0.89288 0.02697 -0.01325
 -8 -0.71094 0.01833 -0.03287
 -6 -0.44530 0.01402 -0.05491
 -4 -0.17428 0.01214 -0.07035
 -2 0.08939 0.01135 -0.08121
 -1 0.21892 0.01120 -0.08564
  0 0.34713 0.01116 -0.08961
  1 0.47406 0.01123 -0.09319
  2 0.59969 0.01139 -0.09646
  3 0.72388 0.01166 -0.09940
  4 0.84644 0.01202 -0.10205
  5 0.96713 0.01249 -0.10437
  6 1.08557 0.01307 -0.10636
  7 1.20120 0.01379 -0.10796
  8 1.31342 0.01466 -0.10909
  9 1.42098 0.01573 -0.10964
 10 1.52220 0.01706 -0.10945
 11 1.61448 0.01875 -0.10829
 12 1.69460 0.02100 -0.10606
 13 1.75852 0.02423 -0.10306
 14 1.79673 0.02933 -0.09962
 15 1.79084 0.03822 -0.09631
 16 1.73204 0.05267 -0.09457
 18 1.55444 0.09314 -0.09915
 20 1.43327 0.13532 -0.10975
 24 1.28545 0.22213 -0.13527
 28 1.16138 0.32435 -0.16485
 32 1.03548 0.45010 -0.19514
 36 1.00735 0.54819 -0.21997
 40 0.97683 0.65084 -0.24458
 44 0.94029 0.75588 -0.26622
 49 0.89551 0.86108 -0.28785
 53 0.84127 0.96422 -0.30826
 57 0.77707 1.06311 -0.32801
 61 0.70299 1.15565 -0.34728
 65 0.61962 1.23987 -0.36499
 69 0.52794 1.31397 -0.38271
 73 0.42928 1.37637 -0.39806
 78 0.32523 1.42572 -0.41293
 82 0.21763 1.46096 -0.42636
 86 0.10851 1.48130 -0.43777
 90 0.00000 1.48626 -0.44917
 94 -0.07596 1.48130 -0.45569
 98 -0.15234 1.46096 -0.46220
102 -0.22766 1.42572 -0.46478
107 -0.30049 1.37637 -0.46458
111 -0.36956 1.31397 -0.46341
115 -0.43374 1.23987 -0.45765
119 -0.49209 1.15565 -0.45188
123 -0.54395 1.06311 -0.44406
127 -0.58889 0.96422 -0.43558
131 -0.62686 0.86108 -0.42767
136 -0.65820 0.75588 -0.42081
140 -0.68378 0.65084 -0.41395
144 -0.70515 0.54819 -0.40801
148 -0.72484 0.45010 -0.40213
150 -0.67306 0.39869 -0.39719
153 -0.62129 0.34963 -0.38037
155 -0.56952 0.30324 -0.36355
157 -0.51774 0.25982 -0.34673
159 -0.46597 0.21964 -0.32991
162 -0.41419 0.18296 -0.35558
164 -0.36242 0.15003 -0.39542
166 -0.31064 0.12104 -0.43526
169 -0.25887 0.09619 -0.47510
171 -0.20710 0.07564 -0.45714
173 -0.15532 0.05951 -0.34286
175 -0.10355 0.04792 -0.22857
178 -0.05177 0.04093 -0.11429
180 0.00000 0.03860 0.00000
