 alpha    c_a    c_d    c_m
-180 0.00000 0.07252 0.00000
-178 0.04835 0.07485 0.09143
-175 0.09670 0.08182 0.18286
-173 0.14505 0.09339 0.27429
-171 0.19340 0.10948 0.36571
-169 0.24175 0.12998 0.38745
-166 0.29010 0.15477 0.36738
-164 0.33845 0.18368 0.34730
-162 0.38680 0.21653 0.32723
-159 0.43515 0.25310 0.31633
-157 0.48350 0.29315 0.33295
-155 0.53185 0.33643 0.34957
-153 0.58020 0.38266 0.36620
-150 0.62855 0.43153 0.38282
-148 0.67690 0.48273 0.38947
-144 0.66715 0.58036 0.39895
-140 0.65387 0.68246 0.40841
-136 0.63496 0.78683 0.41763
-131 0.60915 0.89125 0.42684
-127 0.57577 0.99346 0.43627
-123 0.53460 1.09128 0.44580
-119 0.48583 1.18260 0.45450
-115 0.42991 1.26544 0.46055
-111 0.36759 1.33798 0.46661
-107 0.29985 1.39866 0.46769
-102 0.22785 1.44612 0.46774
-98 0.15291 1.47930 0.46492
-94 0.07645 1.49741 0.45805
-90 0.00000 1.50000 0.45118
-86 -0.07645 1.49741 0.43918
-82 -0.15291 1.47930 0.42718
-78 -0.22785 1.44612 0.41175
-73 -0.29985 1.39866 0.39390
-69 -0.36759 1.33798 0.37535
-65 -0.42991 1.26544 0.35345
-61 -0.48583 1.18260 0.33155
-57 -0.53460 1.09128 0.30835
-53 -0.57577 0.99346 0.28474
-49 -0.60915 0.89125 0.26116
-44 -0.63496 0.78683 0.23762
-40 -0.65387 0.68246 0.21408
-36 -0.66715 0.58036 0.15851
-32 -0.67690 0.48273 0.10057
-28 -0.66030 0.36290 0.07729
-24 -1.07687 0.15937 0.02296
-20 -1.15711 0.09445 -0.00111
-18 -1.15336 0.07301 -0.00667
-16 -1.13463 0.05543 -0.00949
-14 -1.11243 0.04025 -0.01108
-12 -1.06277 0.02650 -0.01795
-10 -0.88824 0.01705 -0.03716
 -8 -0.64614 0.01286 -0.05288
 -6 -0.39191 0.01094 -0.06414
 -4 -0.13957 0.01002 -0.07239
 -2 0.11025 0.00965 -0.07908
 -1 0.23424 0.00960 -0.08205
  0 0.35752 0.00965 -0.08483
  1 0.48000 0.00978 -0.08742
  2 0.60155 0.00998 -0.08984
  3 0.72200 0.01027 -0.09208
  4 0.84113 0.01065 -0.09412
  5 0.95866 0.01112 -0.09596
  6 1.07428 0.01171 -0.09755
  7 1.18743 0.01242 -0.09887
  8 1.29777 0.01328 -0.09987
  9 1.40419 0.01433 -0.10046
 10 1.50534 0.01563 -0.10056
 11 1.59922 0.01728 -0.10001
 12 1.68223 0.01949 -0.09871
 13 1.74877 0.02271 -0.09672
 14 1.78550 0.02812 -0.09426
 15 1.76965 0.03798 -0.09178
 16 1.70499 0.05306 -0.09061
 18 1.55877 0.08971 -0.09434
 20 1.47225 0.12587 -0.10243
 24 1.35573 0.20266 -0.12413
 28 1.19319 0.31052 -0.15660
 32 0.96701 0.48273 -0.19434
 36 0.95308 0.58036 -0.21993
 40 0.93410 0.68246 -0.24532
 44 0.90708 0.78683 -0.26793
 49 0.87021 0.89125 -0.29054
 53 0.82252 0.99346 -0.31169
 57 0.76372 1.09128 -0.33207
 61 0.69404 1.18260 -0.35182
 65 0.61415 1.26544 -0.36963
 69 0.52513 1.33798 -0.38744
 73 0.42836 1.39866 -0.40248
 78 0.32551 1.44612 -0.41694
 82 0.21844 1.47930 -0.42984
 86 0.10921 1.49741 -0.44051
 90 0.00000 1.50000 -0.45118
 94 -0.07645 1.49741 -0.45805
 98 -0.15291 1.47930 -0.46492
102 -0.22785 1.44612 -0.46774
107 -0.29985 1.39866 -0.46769
111 -0.36759 1.33798 -0.46661
115 -0.42991 1.26544 -0.46055
119 -0.48583 1.18260 -0.45450
123 -0.53460 1.09128 -0.44580
127 -0.57577 0.99346 -0.43627
131 -0.60915 0.89125 -0.42684
136 -0.63496 0.78683 -0.41763
140 -0.65387 0.68246 -0.40841
144 -0.66715 0.58036 -0.39895
148 -0.67690 0.48273 -0.38947
150 -0.62855 0.43153 -0.38282
153 -0.58020 0.38266 -0.36620
155 -0.53185 0.33643 -0.34957
157 -0.48350 0.29315 -0.33295
159 -0.43515 0.25310 -0.31633
162 -0.38680 0.21653 -0.34437
164 -0.33845 0.18368 -0.38730
166 -0.29010 0.15477 -0.43023
169 -0.24175 0.12998 -0.47317
171 -0.19340 0.10948 -0.45714
173 -0.14505 0.09339 -0.34286
175 -0.09670 0.08182 -0.22857
178 -0.04835 0.07485 -0.11429
180 0.00000 0.07252 0.00000
