 alpha    c_a    c_d    c_m
-180 0.00000 0.48684 0.00000
-178 0.01242 0.48731 0.02162
-175 0.02485 0.48870 0.04324
-173 0.03727 0.49102 0.06486
-171 0.04970 0.49424 0.08649
-169 0.06212 0.49834 0.09036
-166 0.07454 0.50330 0.08358
-164 0.08697 0.50908 0.07681
-162 0.09939 0.51565 0.07003
-159 0.11181 0.52296 0.06590
-157 0.12424 0.53097 0.06970
-155 0.13666 0.53961 0.07350
-153 0.14909 0.54884 0.07730
-150 0.16151 0.55860 0.08110
-148 0.17393 0.56881 0.08184
-144 0.16541 0.58825 0.08237
-140 0.15735 0.60856 0.08293
-136 0.14903 0.62928 0.08380
-131 0.13999 0.64995 0.08467
-127 0.12997 0.67012 0.08593
-123 0.11883 0.68935 0.08741
-119 0.10654 0.70721 0.08880
-115 0.09316 0.72329 0.08992
-111 0.07881 0.73724 0.09104
-107 0.06366 0.74873 0.09132
-102 0.04793 0.75748 0.09143
-98 0.03188 0.76330 0.09100
-94 0.01580 0.76601 0.08980
-90 0.00000 0.76554 0.08861
-86 -0.01580 0.76601 0.08688
-82 -0.03188 0.76330 0.08516
-78 -0.04793 0.75748 0.08273
-73 -0.06366 0.74873 0.07981
-69 -0.07881 0.73724 0.07674
-65 -0.09316 0.72329 0.07299
-61 -0.10654 0.70721 0.06925
-57 -0.11883 0.68935 0.06527
-53 -0.12997 0.67012 0.06122
-49 -0.13999 0.64995 0.05720
-44 -0.14903 0.62928 0.05324
-40 -0.15735 0.60856 0.04929
-36 -0.16541 0.58825 0.03304
-32 -0.17393 0.56881 0.01588
-28 -0.17789 0.52338 0.01006
-24 -0.17336 0.50683 0.00460
-20 -0.16164 0.49333 0.00002
-18 -0.15275 0.48770 -0.00184
-16 -0.14203 0.48273 -0.00336
-14 -0.12989 0.47840 -0.00446
-12 -0.11649 0.47464 -0.00514
-10 -0.10233 0.47136 -0.00540
 -8 -0.08965 0.46848 -0.00513
 -6 -0.08085 0.46589 -0.00432
 -4 -0.05474 0.46390 -0.00635
 -2 0.00922 0.46293 -0.01266
 -1 0.04661 0.46269 -0.01609
  0 0.08424 0.46256 -0.01929
  1 0.12112 0.46250 -0.02213
  2 0.15680 0.46251 -0.02458
  3 0.19107 0.46257 -0.02664
  4 0.22382 0.46270 -0.02833
  5 0.25493 0.46287 -0.02970
  6 0.28419 0.46312 -0.03073
  7 0.31100 0.46344 -0.03139
  8 0.33456 0.46389 -0.03162
  9 0.35348 0.46453 -0.03137
 10 0.36632 0.46553 -0.03076
 11 0.36871 0.46726 -0.02986
 12 0.35291 0.47062 -0.02899
 13 0.32146 0.47596 -0.02886
 14 0.29258 0.48188 -0.02960
 15 0.27264 0.48753 -0.03075
 16 0.25933 0.49290 -0.03203
 18 0.24415 0.50302 -0.03458
 20 0.23762 0.51259 -0.03699
 24 0.23779 0.53090 -0.04156
 28 0.24249 0.54930 -0.04603
 32 0.24848 0.56881 -0.05085
 36 0.23630 0.58825 -0.05451
 40 0.22479 0.60856 -0.05816
 44 0.21290 0.62928 -0.06146
 49 0.19999 0.64995 -0.06476
 53 0.18567 0.67012 -0.06792
 57 0.16975 0.68935 -0.07099
 61 0.15220 0.70721 -0.07398
 65 0.13309 0.72329 -0.07671
 69 0.11258 0.73724 -0.07944
 73 0.09094 0.74873 -0.08170
 78 0.06847 0.75748 -0.08386
 82 0.04555 0.76330 -0.08573
 86 0.02258 0.76601 -0.08717
 90 0.00000 0.76554 -0.08861
 94 -0.01580 0.76601 -0.08980
 98 -0.03188 0.76330 -0.09100
102 -0.04793 0.75748 -0.09143
107 -0.06366 0.74873 -0.09132
111 -0.07881 0.73724 -0.09104
115 -0.09316 0.72329 -0.08992
119 -0.10654 0.70721 -0.08880
123 -0.11883 0.68935 -0.08741
127 -0.12997 0.67012 -0.08593
131 -0.13999 0.64995 -0.08467
136 -0.14903 0.62928 -0.08380
140 -0.15735 0.60856 -0.08293
144 -0.16541 0.58825 -0.08237
148 -0.17393 0.56881 -0.08184
150 -0.16151 0.55860 -0.08110
153 -0.14909 0.54884 -0.07730
155 -0.13666 0.53961 -0.07350
157 -0.12424 0.53097 -0.06970
159 -0.11181 0.52296 -0.06590
162 -0.09939 0.51565 -0.07409
164 -0.08697 0.50908 -0.08627
166 -0.07454 0.50330 -0.09845
169 -0.06212 0.49834 -0.11063
171 -0.04970 0.49424 -0.10811
173 -0.03727 0.49102 -0.08108
175 -0.02485 0.48870 -0.05405
178 -0.01242 0.48731 -0.02703
180 0.00000 0.48684 0.00000
